تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1399/09/05,16:10,لیگ برتر ایران,1399-1400,هفته 3,گل گهر سیرجان,1,1,0,1,0,https://video.varzesh3.com/video/223466/
1399/09/10,16:35,لیگ برتر ایران,1399-1400,هفته 4,آلومینیوم اراک,0,0,0,1,1,https://video.varzesh3.com/video/223713/
1399/09/17,15:00,لیگ برتر ایران,1399-1400,هفته 5,تراکتور,0,0,0,1,0,https://video.varzesh3.com/video/224054/
1399/09/22,15:00,لیگ برتر ایران,1399-1400,هفته 6,سایپا,3,0,3,3,1,https://video.varzesh3.com/video/224292/
1399/09/28,15:15,لیگ برتر ایران,1399-1400,هفته 7,نفت مسجدسلیمان,0,1,-1,0,0,https://video.varzesh3.com/video/224600/
1399/10/10,16:45,لیگ برتر ایران,1399-1400,هفته 8,نساجی مازندران,1,0,1,3,1,https://video.varzesh3.com/video/225305/
1399/10/15,16:50,لیگ برتر ایران,1399-1400,هفته 10,مس رفسنجان,1,1,0,1,1,https://video.varzesh3.com/video/225550/
1399/10/21,15:00,لیگ برتر ایران,1399-1400,هفته 9,سپاهان,1,1,0,1,0,https://video.varzesh3.com/video/225849/
1398/01/16,16:00,لیگ برتر ایران,1397-1398,هفته 24,شهرخودرو مشهد,1,1,0,1,1,https://video.varzesh3.com/video/189029/
1398/01/22,17:00,لیگ برتر ایران,1397-1398,هفته 25,استقلال خوزستان,3,1,2,3,0,https://video.varzesh3.com/video/189398/
1398/01/30,17:30,لیگ برتر ایران,1397-1398,هفته 26,صنعت نفت آبادان,1,4,-3,0,1,https://video.varzesh3.com/video/189951/
1398/02/06,17:15,لیگ برتر ایران,1397-1398,هفته 27,سپیدرود رشت,2,1,1,3,0,https://video.varzesh3.com/video/190384/
1398/02/12,19:15,لیگ برتر ایران,1397-1398,هفته 28,پیکان,1,1,0,1,1,https://video.varzesh3.com/video/190802/
1398/02/21,21:30,لیگ برتر ایران,1397-1398,هفته 29,ذوب آهن,1,3,-2,0,0,https://video.varzesh3.com/video/191391/
1398/02/26,21:30,لیگ برتر ایران,1397-1398,هفته 30,تراکتور,2,2,0,1,1,https://video.varzesh3.com/video/191699/
1398/06/01,20:15,لیگ برتر ایران,1398-1399,هفته 1,صنعت نفت آبادان,0,1,-1,0,1,https://video.varzesh3.com/video/198297/
1398/06/07,19:00,لیگ برتر ایران,1398-1399,هفته 2,استقلال,1,1,0,1,0,https://video.varzesh3.com/video/198741/
1398/06/23,19:45,لیگ برتر ایران,1398-1399,هفته 3,سپاهان,0,0,0,1,1,https://video.varzesh3.com/video/199670/
1398/06/29,19:00,لیگ برتر ایران,1398-1399,هفته 4,شهرخودرو مشهد,1,0,1,3,0,https://video.varzesh3.com/video/200176/
1398/07/04,18:30,لیگ برتر ایران,1398-1399,هفته 5,پیکان,0,0,0,1,1,https://video.varzesh3.com/video/200601/
1398/07/08,15:00,جام حذفی ایران,98-99,1/16 نهایی,فجر سپاسی,2,2,0,1,0,https://video.varzesh3.com/video/200803/
1398/07/12,17:15,لیگ برتر ایران,1398-1399,هفته 6,شاهین شهرداری بوشهر,1,0,1,3,0,https://video.varzesh3.com/video/201125/
1398/07/28,16:00,لیگ برتر ایران,1398-1399,هفته 7,ماشین سازی تبریز,3,2,1,3,0,https://video.varzesh3.com/video/202102/
1398/08/03,17:00,لیگ برتر ایران,1398-1399,هفته 8,نساجی مازندران,1,0,1,3,1,https://video.varzesh3.com/video/202429/
1398/08/09,17:00,لیگ برتر ایران,1398-1399,هفته 9,نفت مسجدسلیمان,0,0,0,1,0,https://video.varzesh3.com/video/202877/
1398/08/13,17:45,لیگ برتر ایران,1398-1399,هفته 10,پرسپولیس,0,1,-1,0,1,https://video.varzesh3.com/video/203192/
1398/09/03,17:30,لیگ برتر ایران,1398-1399,هفته 11,ذوب آهن,0,1,-1,0,0,https://video.varzesh3.com/video/204332/
1398/09/08,16:40,لیگ برتر ایران,1398-1399,هفته 12,گل گهر سیرجان,2,0,2,3,1,https://video.varzesh3.com/video/204635/
1398/09/13,15:15,لیگ برتر ایران,1398-1399,هفته 13,سایپا,0,0,0,1,0,https://video.varzesh3.com/video/204984/
1398/09/18,16:35,لیگ برتر ایران,1398-1399,هفته 14,پارس جنوبی جم,1,0,1,3,1,https://video.varzesh3.com/video/205372/
1398/09/22,15:30,لیگ برتر ایران,1398-1399,هفته 15,تراکتور,0,1,-1,0,0,https://video.varzesh3.com/video/205675/
1398/09/29,16:40,لیگ برتر ایران,1398-1399,هفته 16,صنعت نفت آبادان,2,2,0,1,0,https://video.varzesh3.com/video/206175/
1397/05/12,20:45,لیگ برتر ایران,1397-1398,هفته 2,پرسپولیس,0,3,-3,0,0,https://video.varzesh3.com/video/172289/
1397/05/19,20:30,لیگ برتر ایران,1397-1398,هفته 3,نفت مسجدسلیمان,0,0,0,1,0,https://video.varzesh3.com/video/172664/
1397/05/25,20:30,لیگ برتر ایران,1397-1398,هفته 4,نساجی مازندران,2,1,1,3,1,https://video.varzesh3.com/video/173016/
1397/05/31,20:15,لیگ برتر ایران,1397-1398,هفته 5,استقلال,0,0,0,1,0,https://video.varzesh3.com/video/173442/
1397/06/08,20:15,لیگ برتر ایران,1397-1398,هفته 6,سایپا,1,2,-1,0,1,https://video.varzesh3.com/video/173995/
1397/06/24,18:50,جام حذفی ایران,97-98,1/16 نهایی,مس شهر بابک,7,0,7,3,1,
1397/06/30,19:30,لیگ برتر ایران,1397-1398,هفته 7,سپاهان,1,3,-2,0,0,https://video.varzesh3.com/video/175342/
1397/07/07,18:30,لیگ برتر ایران,1397-1398,هفته 8,ماشین سازی تبریز,1,1,0,1,1,https://video.varzesh3.com/video/175929/
1397/07/13,16:35,جام حذفی ایران,97-98,1/8 نهایی,شهرخودرو مشهد,2,3,-1,0,0,https://video.varzesh3.com/video/176290/
1397/07/26,15:00,لیگ برتر ایران,1397-1398,هفته 9,شهرخودرو مشهد,0,2,-2,0,0,https://video.varzesh3.com/video/177110/
1397/08/04,17:00,لیگ برتر ایران,1397-1398,هفته 10,استقلال خوزستان,0,0,0,1,1,https://video.varzesh3.com/video/177669/
1397/08/12,16:45,لیگ برتر ایران,1397-1398,هفته 11,صنعت نفت آبادان,0,0,0,1,0,https://video.varzesh3.com/video/178283/
1397/08/19,15:30,لیگ برتر ایران,1397-1398,هفته 12,سپیدرود رشت,0,1,-1,0,1,https://video.varzesh3.com/video/178831/
1397/09/02,15:00,لیگ برتر ایران,1397-1398,هفته 13,پیکان,3,2,1,3,0,https://video.varzesh3.com/video/179774/
1397/09/07,15:30,لیگ برتر ایران,1397-1398,هفته 14,ذوب آهن,1,1,0,1,1,https://video.varzesh3.com/video/180067/
1397/09/23,15:00,لیگ برتر ایران,1397-1398,هفته 15,تراکتور,2,1,1,3,0,https://video.varzesh3.com/video/181281/
1397/11/15,16:00,لیگ برتر ایران,1397-1398,هفته 16,پارس جنوبی جم,0,0,0,1,0,https://video.varzesh3.com/video/185133/
1397/11/21,15:15,لیگ برتر ایران,1397-1398,هفته 17,پرسپولیس,2,1,1,3,1,https://video.varzesh3.com/video/185523/
1397/11/28,15:00,لیگ برتر ایران,1397-1398,هفته 18,نفت مسجدسلیمان,1,0,1,3,1,https://video.varzesh3.com/video/186007/
1397/12/03,15:30,لیگ برتر ایران,1397-1398,هفته 19,نساجی مازندران,0,2,-2,0,0,https://video.varzesh3.com/video/186354/
1397/12/09,15:00,لیگ برتر ایران,1397-1398,هفته 20,استقلال,1,3,-2,0,1,https://video.varzesh3.com/video/186739/
1397/12/16,16:00,لیگ برتر ایران,1397-1398,هفته 21,سایپا,0,1,-1,0,0,https://video.varzesh3.com/video/187544/
1397/12/24,15:00,لیگ برتر ایران,1397-1398,هفته 22,سپاهان,1,1,0,1,1,https://video.varzesh3.com/video/187814/
1398/01/09,17:00,لیگ برتر ایران,1397-1398,هفته 23,ماشین سازی تبریز,1,0,1,3,0,https://video.varzesh3.com/video/188563/
1396/07/04,17:30,لیگ برتر ایران,1396-1397,هفته 8,استقلال خوزستان,1,1,0,1,1,https://video.varzesh3.com/video/144068/
1396/07/21,17:00,لیگ برتر ایران,1396-1397,هفته 9,استقلال,0,0,0,1,0,https://video.varzesh3.com/video/144859/
1396/07/27,18:00,لیگ برتر ایران,1396-1397,هفته 10,سایپا,1,1,0,1,1,https://video.varzesh3.com/video/145149/
1396/08/09,14:45,لیگ برتر ایران,1396-1397,هفته 11,شهرخودرو مشهد,2,2,0,1,0,https://video.varzesh3.com/video/145716/
1396/08/29,16:30,لیگ برتر ایران,1396-1397,هفته 12,پارس جنوبی جم,1,0,1,3,1,https://video.varzesh3.com/video/146635/
1396/09/04,15:00,لیگ برتر ایران,1396-1397,هفته 13,ذوب آهن,1,0,1,3,0,https://video.varzesh3.com/video/146908/
1396/09/09,15:00,لیگ برتر ایران,1396-1397,هفته 14,سپیدرود رشت,2,1,1,3,1,https://video.varzesh3.com/video/147182/
1396/09/15,14:00,لیگ برتر ایران,1396-1397,هفته 15,تراکتور,1,1,0,1,0,https://video.varzesh3.com/video/147573/
1396/10/03,14:30,لیگ برتر ایران,1396-1397,هفته 16,پرسپولیس,1,1,0,1,1,https://video.varzesh3.com/video/148593/
1396/10/08,15:00,لیگ برتر ایران,1396-1397,هفته 17,نفت تهران,2,1,1,3,0,https://video.varzesh3.com/video/159047/
1396/10/14,15:00,لیگ برتر ایران,1396-1397,هفته 18,سیاه جامگان,1,1,0,1,1,https://video.varzesh3.com/video/159165/
1396/10/22,14:00,لیگ برتر ایران,1396-1397,هفته 19,گسترش فولاد,1,1,0,1,0,https://video.varzesh3.com/video/159592/
1396/11/06,15:15,لیگ برتر ایران,1396-1397,هفته 21,سپاهان,1,0,1,3,0,https://video.varzesh3.com/video/160391/
1396/11/14,15:00,لیگ برتر ایران,1396-1397,هفته 22,صنعت نفت آبادان,1,1,0,1,1,https://video.varzesh3.com/video/160894/
1396/11/20,15:00,لیگ برتر ایران,1396-1397,هفته 23,استقلال خوزستان,0,0,0,1,0,https://video.varzesh3.com/video/161279/
1396/11/26,15:30,لیگ برتر ایران,1396-1397,هفته 20,پیکان,1,2,-1,0,1,https://video.varzesh3.com/video/161622/
1396/12/05,16:00,لیگ برتر ایران,1396-1397,هفته 24,استقلال,1,4,-3,0,1,https://video.varzesh3.com/video/162137/
1396/12/11,15:30,لیگ برتر ایران,1396-1397,هفته 25,سایپا,0,2,-2,0,0,https://video.varzesh3.com/video/162514/
1397/01/11,19:00,لیگ برتر ایران,1396-1397,هفته 26,شهرخودرو مشهد,1,0,1,3,1,https://video.varzesh3.com/video/163987/
1397/01/17,19:00,لیگ برتر ایران,1396-1397,هفته 27,پارس جنوبی جم,0,0,0,1,0,https://video.varzesh3.com/video/164362/
1397/01/23,17:00,لیگ برتر ایران,1396-1397,هفته 28,ذوب آهن,1,1,0,1,1,https://video.varzesh3.com/video/164724/
1397/02/02,18:00,لیگ برتر ایران,1396-1397,هفته 29,سپیدرود رشت,0,0,0,1,0,https://video.varzesh3.com/video/165346/
1397/02/07,17:00,لیگ برتر ایران,1396-1397,هفته 30,تراکتور,0,1,-1,0,1,https://video.varzesh3.com/video/165653/
1397/05/04,20:45,لیگ برتر ایران,1397-1398,هفته 1,پارس جنوبی جم,2,1,1,3,1,https://video.varzesh3.com/video/171819/
1395/10/03,15:00,لیگ برتر ایران,1395-1396,هفته 15,پیکان,1,2,-1,0,0,https://video.varzesh3.com/video/130109/
1395/10/24,14:00,لیگ برتر ایران,1395-1396,هفته 16,ماشین سازی تبریز,0,0,0,1,0,https://video.varzesh3.com/video/131498/
1395/10/29,15:00,لیگ برتر ایران,1395-1396,هفته 17,پرسپولیس,0,3,-3,0,1,https://video.varzesh3.com/video/131860/
1395/11/04,15:30,لیگ برتر ایران,1395-1396,هفته 18,ذوب آهن,0,1,-1,0,0,https://video.varzesh3.com/video/132190/
1395/11/09,15:30,لیگ برتر ایران,1395-1396,هفته 19,سیاه جامگان,0,0,0,1,1,https://video.varzesh3.com/video/132568/
1395/11/14,15:00,لیگ برتر ایران,1395-1396,هفته 20,سایپا,0,1,-1,0,0,https://video.varzesh3.com/video/132920/
1395/11/21,14:30,لیگ برتر ایران,1395-1396,هفته 21,شهرخودرو مشهد,1,0,1,3,0,https://video.varzesh3.com/video/133378/
1395/11/28,15:00,لیگ برتر ایران,1395-1396,هفته 22,گسترش فولاد,2,2,0,1,1,https://video.varzesh3.com/video/133861/
1395/12/13,16:00,لیگ برتر ایران,1395-1396,هفته 23,صبای قم,0,0,0,1,0,https://video.varzesh3.com/video/134828/
1395/12/20,16:30,لیگ برتر ایران,1395-1396,هفته 24,تراکتور,0,0,0,1,1,https://video.varzesh3.com/video/135197/
1396/01/12,18:50,لیگ برتر ایران,1395-1396,هفته 25,استقلال,0,1,-1,0,0,https://video.varzesh3.com/video/136148/
1396/01/18,19:00,لیگ برتر ایران,1395-1396,هفته 26,سپاهان,1,1,0,1,1,https://video.varzesh3.com/video/136440/
1396/01/25,18:00,لیگ برتر ایران,1395-1396,هفته 27,نفت تهران,2,2,0,1,0,https://video.varzesh3.com/video/136797/
1396/01/31,17:45,لیگ برتر ایران,1395-1396,هفته 28,استقلال خوزستان,1,3,-2,0,1,https://video.varzesh3.com/video/137069/
1396/02/09,18:00,لیگ برتر ایران,1395-1396,هفته 29,صنعت نفت آبادان,1,0,1,3,0,https://video.varzesh3.com/video/137502/
1396/02/14,18:00,لیگ برتر ایران,1395-1396,هفته 30,پیکان,1,2,-1,0,1,https://video.varzesh3.com/video/137724/
1396/05/05,21:00,لیگ برتر ایران,1396-1397,هفته 1,پرسپولیس,0,2,-2,0,0,https://video.varzesh3.com/video/141112/
1396/05/12,20:45,لیگ برتر ایران,1396-1397,هفته 2,نفت تهران,1,1,0,1,1,https://video.varzesh3.com/video/141465/
1396/05/20,18:50,لیگ برتر ایران,1396-1397,هفته 3,سیاه جامگان,2,1,1,3,0,https://video.varzesh3.com/video/141836/
1396/05/27,20:30,لیگ برتر ایران,1396-1397,هفته 4,گسترش فولاد,2,1,1,3,1,https://video.varzesh3.com/video/142191/
1396/06/02,20:15,لیگ برتر ایران,1396-1397,هفته 5,پیکان,0,1,-1,0,0,https://video.varzesh3.com/video/142585/
1396/06/18,20:00,جام حذفی ایران,96-97,1/16 نهایی,ایران جوان بوشهر,0,1,-1,0,1,
1396/06/23,20:00,لیگ برتر ایران,1396-1397,هفته 6,سپاهان,2,0,2,3,1,https://video.varzesh3.com/video/143506/
1396/06/31,19:00,لیگ برتر ایران,1396-1397,هفته 7,صنعت نفت آبادان,1,0,1,3,0,https://video.varzesh3.com/video/143862/
1395/01/14,19:00,لیگ برتر ایران,1394-1395,هفته 24,صبای قم,0,0,0,1,1,https://video.varzesh3.com/video/111902/
1395/01/20,17:00,لیگ برتر ایران,1394-1395,هفته 25,سیاه جامگان,1,0,1,3,0,https://video.varzesh3.com/video/112329/
1395/01/28,17:30,لیگ برتر ایران,1394-1395,هفته 26,ملوان,1,0,1,3,1,https://video.varzesh3.com/video/112967/
1395/02/03,20:15,لیگ برتر ایران,1394-1395,هفته 27,استقلال,0,3,-3,0,0,https://video.varzesh3.com/video/113474/
1395/02/11,18:00,لیگ برتر ایران,1394-1395,هفته 28,استقلال اهواز,3,2,1,3,1,https://video.varzesh3.com/video/114058/
1395/02/19,18:00,لیگ برتر ایران,1394-1395,هفته 29,نفت تهران,1,2,-1,0,0,https://video.varzesh3.com/video/114762/
1395/02/24,18:00,لیگ برتر ایران,1394-1395,هفته 30,گسترش فولاد,1,1,0,1,1,https://video.varzesh3.com/video/115300/
1395/05/05,20:45,لیگ برتر ایران,1395-1396,هفته 1,ماشین سازی تبریز,1,2,-1,0,1,https://video.varzesh3.com/video/119975/
1395/05/11,20:45,لیگ برتر ایران,1395-1396,هفته 2,پرسپولیس,1,1,0,1,0,https://video.varzesh3.com/video/120366/
1395/05/15,20:30,لیگ برتر ایران,1395-1396,هفته 3,ذوب آهن,0,2,-2,0,1,https://video.varzesh3.com/video/120719/
1395/05/22,18:50,لیگ برتر ایران,1395-1396,هفته 4,سیاه جامگان,1,1,0,1,0,https://video.varzesh3.com/video/121356/
1395/06/20,18:50,لیگ برتر ایران,1395-1396,هفته 5,سایپا,2,2,0,1,1,https://video.varzesh3.com/video/123386/
1395/06/26,18:45,لیگ برتر ایران,1395-1396,هفته 6,شهرخودرو مشهد,1,0,1,3,1,https://video.varzesh3.com/video/123874/
1395/06/31,16:15,لیگ برتر ایران,1395-1396,هفته 7,گسترش فولاد,0,0,0,1,0,https://video.varzesh3.com/video/124201/
1395/07/10,15:00,جام حذفی ایران,95-96,1/32 نهایی,عقاب تبریز,1,0,1,3,0,
1395/07/23,17:10,لیگ برتر ایران,1395-1396,هفته 8,صبای قم,2,0,2,3,1,https://video.varzesh3.com/video/125485/
1395/07/29,15:00,لیگ برتر ایران,1395-1396,هفته 9,تراکتور,2,2,0,1,0,https://video.varzesh3.com/video/125823/
1395/08/06,18:00,لیگ برتر ایران,1395-1396,هفته 10,استقلال,1,1,0,1,1,https://video.varzesh3.com/video/126264/
1395/08/13,14:00,جام حذفی ایران,95-96,1/16 نهایی,فولاد یزد,2,1,1,3,0,https://video.varzesh3.com/video/126985/
1395/08/27,15:35,جام حذفی ایران,95-96,یک هشتم نهایی,نفت و گاز گچساران,0,0,0,1,1,https://video.varzesh3.com/video/127566/
1395/09/04,14:30,لیگ برتر ایران,1395-1396,هفته 11,سپاهان,1,1,0,1,0,https://video.varzesh3.com/video/127986/
1395/09/11,16:40,لیگ برتر ایران,1395-1396,هفته 12,نفت تهران,4,2,2,3,1,https://video.varzesh3.com/video/128467/
1395/09/19,15:00,لیگ برتر ایران,1395-1396,هفته 13,استقلال خوزستان,1,0,1,3,0,https://video.varzesh3.com/video/129095/
1395/09/26,15:00,لیگ برتر ایران,1395-1396,هفته 14,صنعت نفت آبادان,3,0,3,3,1,https://video.varzesh3.com/video/129597/
1394/05/15,18:00,لیگ برتر ایران,1394-1395,هفته 2,شهرخودرو مشهد,1,1,0,1,0,https://video.varzesh3.com/video/91044/
1394/05/23,19:20,لیگ برتر ایران,1394-1395,هفته 3,استقلال خوزستان,0,2,-2,0,1,https://video.varzesh3.com/video/92044/
1394/05/29,19:15,لیگ برتر ایران,1394-1395,هفته 4,سپاهان,1,1,0,1,0,https://video.varzesh3.com/video/92756/
1394/06/03,19:05,لیگ برتر ایران,1394-1395,هفته 5,پرسپولیس,0,2,-2,0,1,https://video.varzesh3.com/video/93428/
1394/06/20,18:45,جام حذفی ایران,94-95,یک شانزدهم نهایی,ایثار جیرفت,6,0,6,3,1,
1394/06/24,18:45,لیگ برتر ایران,1394-1395,هفته 6,ذوب آهن,0,3,-3,0,1,https://video.varzesh3.com/video/96067/
1394/07/02,17:20,لیگ برتر ایران,1394-1395,هفته 7,سایپا,0,1,-1,0,0,https://video.varzesh3.com/video/97975/
1394/07/24,17:10,لیگ برتر ایران,1394-1395,هفته 8,تراکتور,1,2,-1,0,1,https://video.varzesh3.com/video/100172/
1394/07/29,16:45,لیگ برتر ایران,1394-1395,هفته 9,صبای قم,1,2,-1,0,0,https://video.varzesh3.com/video/100896/
1394/08/05,17:00,لیگ برتر ایران,1394-1395,هفته 10,سیاه جامگان,1,0,1,3,1,https://video.varzesh3.com/video/101472/
1394/08/09,15:30,لیگ برتر ایران,1394-1395,هفته 11,ملوان,0,1,-1,0,0,https://video.varzesh3.com/video/102008/
1394/08/13,18:00,جام حذفی ایران,94-95,یک هشتم نهایی,استقلال,1,3,-2,0,0,
1394/08/29,16:20,لیگ برتر ایران,1394-1395,هفته 12,استقلال,0,2,-2,0,1,https://video.varzesh3.com/video/103654/
1394/09/09,15:30,لیگ برتر ایران,1394-1395,هفته 13,استقلال اهواز,2,1,1,3,0,https://video.varzesh3.com/video/104195/
1394/09/22,15:00,لیگ برتر ایران,1394-1395,هفته 14,نفت تهران,1,2,-1,0,1,https://video.varzesh3.com/video/104852/
1394/09/27,15:00,لیگ برتر ایران,1394-1395,هفته 15,گسترش فولاد,1,1,0,1,0,https://video.varzesh3.com/video/105169/
1394/10/05,15:00,لیگ برتر ایران,1394-1395,هفته 16,راه‌آهن,1,1,0,1,0,https://video.varzesh3.com/video/105641/
1394/10/10,15:00,لیگ برتر ایران,1394-1395,هفته 17,شهرخودرو مشهد,1,0,1,3,1,https://video.varzesh3.com/video/105920/
1394/11/09,15:00,لیگ برتر ایران,1394-1395,هفته 18,استقلال خوزستان,1,0,1,3,0,https://video.varzesh3.com/video/107757/
1394/11/18,15:00,لیگ برتر ایران,1394-1395,هفته 19,سپاهان,1,0,1,3,1,https://video.varzesh3.com/video/108380/
1394/11/23,17:10,لیگ برتر ایران,1394-1395,هفته 20,پرسپولیس,0,1,-1,0,0,https://video.varzesh3.com/video/108742/
1394/11/29,16:00,لیگ برتر ایران,1394-1395,هفته 21,ذوب آهن,1,1,0,1,0,https://video.varzesh3.com/video/109134/
1394/12/14,16:00,لیگ برتر ایران,1394-1395,هفته 22,سایپا,1,0,1,3,1,https://video.varzesh3.com/video/110167/
1394/12/20,15:30,لیگ برتر ایران,1394-1395,هفته 23,تراکتور,2,3,-1,0,0,https://video.varzesh3.com/video/110562/
1393/11/10,19:30,لیگ برتر ایران,1393-1394,هفته 18,راه‌آهن,2,0,2,3,1,https://video.varzesh3.com/video/71170/
1393/11/17,17:15,لیگ برتر ایران,1393-1394,هفته 19,استقلال خوزستان,3,0,3,3,0,https://video.varzesh3.com/video/71834/
1393/11/24,17:30,لیگ برتر ایران,1393-1394,هفته 20,سپاهان,0,1,-1,0,1,https://video.varzesh3.com/video/72406/
1393/11/30,15:30,لیگ برتر ایران,1393-1394,هفته 21,سایپا,1,3,-2,0,0,
1393/12/17,16:30,لیگ برتر ایران,1393-1394,هفته 22,پیکان,0,0,0,1,1,https://video.varzesh3.com/video/74721/
1393/12/21,15:30,لیگ برتر ایران,1393-1394,هفته 23,گسترش فولاد,1,3,-2,0,0,https://video.varzesh3.com/video/75227/
1394/01/14,18:55,لیگ برتر ایران,1393-1394,هفته 24,استقلال,2,1,1,3,1,https://video.varzesh3.com/video/77099/
1394/01/23,17:30,لیگ برتر ایران,1393-1394,هفته 25,نفت تهران,1,0,1,3,0,https://video.varzesh3.com/video/78127/
1394/01/27,17:30,لیگ برتر ایران,1393-1394,هفته 26,نفت مسجدسلیمان,3,2,1,3,1,https://video.varzesh3.com/video/78571/
1394/02/06,18:00,لیگ برتر ایران,1393-1394,هفته 27,ذوب آهن,0,2,-2,0,1,https://video.varzesh3.com/video/79645/
1394/02/11,18:00,لیگ برتر ایران,1393-1394,هفته 28,ملوان,0,0,0,1,0,https://video.varzesh3.com/video/80224/
1394/02/20,18:00,لیگ برتر ایران,1393-1394,هفته 29,شهرخودرو مشهد,0,0,0,1,1,https://video.varzesh3.com/video/81247/
1394/02/25,19:30,لیگ برتر ایران,1393-1394,هفته 30,صبای قم,2,0,2,3,0,https://video.varzesh3.com/video/81965/
1394/05/09,19:35,لیگ برتر ایران,1394-1395,هفته 1,راه‌آهن,2,2,0,1,1,https://video.varzesh3.com/video/90382/
1393/01/17,17:30,لیگ برتر ایران,1392-1393,هفته 29,استقلال,0,1,-1,0,1,
1393/01/22,19:00,لیگ برتر ایران,1392-1393,هفته 30,گسترش فولاد,1,0,1,3,0,
1393/05/09,17:30,لیگ برتر ایران,1393-1394,هفته 1,تراکتور,1,2,-1,0,0,https://video.varzesh3.com/video/57024/
1393/05/16,19:30,لیگ برتر ایران,1393-1394,هفته 2,پرسپولیس,2,0,2,3,1,https://video.varzesh3.com/video/57734/
1393/05/23,18:00,لیگ برتر ایران,1393-1394,هفته 3,راه‌آهن,1,0,1,3,0,https://video.varzesh3.com/video/58762/
1393/05/28,19:25,لیگ برتر ایران,1393-1394,هفته 4,استقلال خوزستان,1,0,1,3,1,https://video.varzesh3.com/video/58911/
1393/06/02,19:00,لیگ برتر ایران,1393-1394,هفته 5,سپاهان,1,1,0,1,0,https://video.varzesh3.com/video/59193/
1393/06/07,19:10,لیگ برتر ایران,1393-1394,هفته 6,سایپا,0,0,0,1,1,https://video.varzesh3.com/video/59425/
1393/06/14,18:50,لیگ برتر ایران,1393-1394,هفته 7,پیکان,0,1,-1,0,0,https://video.varzesh3.com/video/60013/
1393/06/20,18:50,لیگ برتر ایران,1393-1394,هفته 8,گسترش فولاد,1,0,1,3,1,https://video.varzesh3.com/video/60169/
1393/06/28,18:30,لیگ برتر ایران,1393-1394,هفته 9,استقلال,1,0,1,3,0,https://video.varzesh3.com/video/60588/
1393/07/04,17:30,لیگ برتر ایران,1393-1394,هفته 10,نفت تهران,2,2,0,1,1,https://video.varzesh3.com/video/61281/
1393/07/11,17:20,لیگ برتر ایران,1393-1394,هفته 11,نفت مسجدسلیمان,1,2,-1,0,0,https://video.varzesh3.com/video/62025/
1393/07/25,14:00,جام حذفی ایران,93-94,يک شانزدهم نهايي,پارسه تهران,0,1,-1,0,0,https://video.varzesh3.com/video/63047/
1393/07/30,16:50,لیگ برتر ایران,1393-1394,هفته 12,ذوب آهن,1,0,1,3,0,
1393/08/08,16:50,لیگ برتر ایران,1393-1394,هفته 13,ملوان,1,0,1,3,1,https://video.varzesh3.com/video/63848/
1393/08/16,14:30,لیگ برتر ایران,1393-1394,هفته 14,شهرخودرو مشهد,0,0,0,1,0,https://video.varzesh3.com/video/64305/
1393/09/01,15:00,لیگ برتر ایران,1393-1394,هفته 15,صبای قم,0,1,-1,0,1,https://video.varzesh3.com/video/65486/
1393/09/11,15:00,لیگ برتر ایران,1393-1394,هفته 16,تراکتور,3,2,1,3,1,https://video.varzesh3.com/video/66321/
1393/09/20,14:15,لیگ برتر ایران,1393-1394,هفته 17,پرسپولیس,2,1,1,3,0,https://video.varzesh3.com/video/67380/
1392/07/26,15:45,لیگ برتر ایران,1392-1393,هفته 13,تراکتور,2,2,0,1,0,
1392/08/03,17:45,لیگ برتر ایران,1392-1393,هفته 14,استقلال,0,2,-2,0,0,
1392/08/07,16:00,جام حذفی ایران,92-93,يک شانزدهم,فولاد یزد,3,0,3,3,1,
1392/08/12,15:45,لیگ برتر ایران,1392-1393,هفته 15,گسترش فولاد,1,1,0,1,1,
1392/08/17,17:45,جام حذفی ایران,92-93,يک هشتم نهايي,فولاد ب خوزستان,3,0,3,3,1,
1392/09/08,15:00,لیگ برتر ایران,1392-1393,هفته 16,سپاهان,0,0,0,1,1,
1392/09/14,15:00,لیگ برتر ایران,1392-1393,هفته 17,فجر سپاسی,0,0,0,1,0,
1392/09/22,15:00,لیگ برتر ایران,1392-1393,هفته 18,صبای قم,2,0,2,3,1,
1392/09/29,15:00,لیگ برتر ایران,1392-1393,هفته 19,داماش گیلان,2,1,1,3,0,
1392/10/03,15:00,لیگ برتر ایران,1392-1393,هفته 20,راه‌آهن,0,0,0,1,1,
1392/10/13,15:00,لیگ برتر ایران,1392-1393,هفته 21,استقلال خوزستان,2,0,2,3,0,
1392/10/21,14:30,لیگ برتر ایران,1392-1393,هفته 22,پرسپولیس,2,1,1,3,1,
1392/10/26,14:30,لیگ برتر ایران,1392-1393,هفته 23,ذوب آهن,0,0,0,1,0,
1392/11/01,15:30,لیگ برتر ایران,1392-1393,هفته 24,مس کرمان,1,0,1,3,1,
1392/11/06,16:45,جام حذفی ایران,92-93,يک چهارم نهايي,پرسپولیس,4,1,3,3,1,
1392/11/11,14:30,لیگ برتر ایران,1392-1393,هفته 25,سایپا,0,0,0,1,0,
1392/11/15,14:30,جام حذفی ایران,92-93,نيمه نهايي,تراکتور,0,1,-1,0,0,
1392/11/20,15:00,لیگ برتر ایران,1392-1393,هفته 26,ملوان,1,0,1,3,1,
