تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1398/07/07,15:30,جام حذفی ایران,98-99,1/16 نهایی,پاس همدان,2,1,1,3,0,https://video.varzesh3.com/video/200747/
1398/07/12,18:30,لیگ برتر ایران,1398-1399,هفته 6,پارس جنوبی جم,1,0,1,3,1,https://video.varzesh3.com/video/201136/
1398/07/29,15:30,لیگ برتر ایران,1398-1399,هفته 7,نساجی مازندران,4,0,4,3,0,https://video.varzesh3.com/video/202156/
1398/08/03,18:00,لیگ برتر ایران,1398-1399,هفته 8,صنعت نفت آبادان,1,2,-1,0,0,https://video.varzesh3.com/video/202440/
1398/08/10,18:00,لیگ برتر ایران,1398-1399,هفته 9,استقلال,2,4,-2,0,1,https://video.varzesh3.com/video/202977/
1398/08/14,15:30,لیگ برتر ایران,1398-1399,هفته 10,سپاهان,0,2,-2,0,0,https://video.varzesh3.com/video/203262/
1398/09/05,14:00,جام حذفی ایران,98-99,1/8 نهایی,نود ارومیه,1,1,0,1,0,https://video.varzesh3.com/video/204449/
1398/09/14,15:30,لیگ برتر ایران,1398-1399,هفته 13,شاهین شهرداری بوشهر,0,0,0,1,1,https://video.varzesh3.com/video/205052/
1398/09/18,15:15,لیگ برتر ایران,1398-1399,هفته 14,ماشین سازی تبریز,0,2,-2,0,0,https://video.varzesh3.com/video/205357/
1398/09/22,15:30,لیگ برتر ایران,1398-1399,هفته 15,فولاد,1,0,1,3,1,https://video.varzesh3.com/video/205675/
1398/09/28,15:30,لیگ برتر ایران,1398-1399,هفته 16,نفت مسجدسلیمان,1,0,1,3,1,https://video.varzesh3.com/video/206061/
1398/10/03,15:30,لیگ برتر ایران,1398-1399,هفته 11,شهرخودرو مشهد,3,1,2,3,1,https://video.varzesh3.com/video/206451/
1398/10/07,15:00,لیگ برتر ایران,1398-1399,هفته 12,پیکان,3,2,1,3,0,https://video.varzesh3.com/video/206696/
1398/11/06,15:15,لیگ برتر ایران,1398-1399,هفته 17,پرسپولیس,0,2,-2,0,0,https://video.varzesh3.com/video/208538/
1398/11/11,15:15,لیگ برتر ایران,1398-1399,هفته 18,ذوب آهن,2,1,1,3,1,https://video.varzesh3.com/video/208851/
1398/11/18,16:50,لیگ برتر ایران,1398-1399,هفته 19,گل گهر سیرجان,1,1,0,1,0,https://video.varzesh3.com/video/209371/
1398/11/25,15:00,لیگ برتر ایران,1398-1399,هفته 20,سایپا,3,1,2,3,1,https://video.varzesh3.com/video/209806/
1397/06/08,18:00,لیگ برتر ایران,1397-1398,هفته 6,ماشین سازی تبریز,2,1,1,3,1,https://video.varzesh3.com/video/173984/
1397/06/23,20:00,جام حذفی ایران,97-98,1/16 نهایی,صنعت نفت آبادان,3,3,0,1,0,https://video.varzesh3.com/video/174914/
1397/07/01,19:00,لیگ برتر ایران,1397-1398,هفته 7,شهرخودرو مشهد,0,0,0,1,0,https://video.varzesh3.com/video/175479/
1397/07/06,17:40,لیگ برتر ایران,1397-1398,هفته 8,استقلال خوزستان,6,0,6,3,1,https://video.varzesh3.com/video/175854/
1397/07/28,18:00,لیگ برتر ایران,1397-1398,هفته 9,صنعت نفت آبادان,1,2,-1,0,0,https://video.varzesh3.com/video/177301/
1397/08/04,16:00,لیگ برتر ایران,1397-1398,هفته 10,سپیدرود رشت,2,1,1,3,1,https://video.varzesh3.com/video/177661/
1397/08/11,15:30,لیگ برتر ایران,1397-1398,هفته 11,پیکان,2,1,1,3,0,https://video.varzesh3.com/video/178181/
1397/08/18,15:30,لیگ برتر ایران,1397-1398,هفته 12,ذوب آهن,4,1,3,3,1,https://video.varzesh3.com/video/178748/
1397/09/04,15:00,لیگ برتر ایران,1397-1398,هفته 13,پرسپولیس,0,0,0,1,0,https://video.varzesh3.com/video/179877/
1397/09/10,15:00,لیگ برتر ایران,1397-1398,هفته 14,پارس جنوبی جم,1,0,1,3,0,https://video.varzesh3.com/video/180307/
1397/09/23,15:00,لیگ برتر ایران,1397-1398,هفته 15,فولاد,1,2,-1,0,1,https://video.varzesh3.com/video/181281/
1397/11/17,15:30,لیگ برتر ایران,1397-1398,هفته 16,نفت مسجدسلیمان,3,0,3,3,1,https://video.varzesh3.com/video/185257/
1397/11/21,17:00,لیگ برتر ایران,1397-1398,هفته 17,نساجی مازندران,1,1,0,1,0,https://video.varzesh3.com/video/185532/
1397/11/26,15:30,لیگ برتر ایران,1397-1398,هفته 18,استقلال,1,0,1,3,1,https://video.varzesh3.com/video/185880/
1397/12/05,16:00,لیگ برتر ایران,1397-1398,هفته 19,سایپا,0,0,0,1,0,https://video.varzesh3.com/video/186486/
1397/12/10,16:00,لیگ برتر ایران,1397-1398,هفته 20,سپاهان,2,0,2,3,1,https://video.varzesh3.com/video/186823/
1397/12/16,15:00,لیگ برتر ایران,1397-1398,هفته 21,ماشین سازی تبریز,2,0,2,3,0,https://video.varzesh3.com/video/187250/
1397/12/23,16:00,لیگ برتر ایران,1397-1398,هفته 22,شهرخودرو مشهد,1,0,1,3,1,https://video.varzesh3.com/video/187724/
1398/01/10,19:00,لیگ برتر ایران,1397-1398,هفته 23,استقلال خوزستان,3,0,3,3,0,https://video.varzesh3.com/video/188652/
1398/01/16,17:00,لیگ برتر ایران,1397-1398,هفته 24,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/189031/
1398/01/23,17:00,لیگ برتر ایران,1397-1398,هفته 25,سپیدرود رشت,1,3,-2,0,0,https://video.varzesh3.com/video/189476/
1398/01/30,17:00,لیگ برتر ایران,1397-1398,هفته 26,پیکان,0,1,-1,0,1,https://video.varzesh3.com/video/189950/
1398/02/06,19:00,لیگ برتر ایران,1397-1398,هفته 27,ذوب آهن,0,2,-2,0,0,https://video.varzesh3.com/video/190396/
1398/02/11,17:00,لیگ برتر ایران,1397-1398,هفته 28,پرسپولیس,1,1,0,1,1,https://video.varzesh3.com/video/190700/
1396/10/15,14:30,لیگ برتر ایران,1396-1397,هفته 18,استقلال,0,0,0,1,1,https://video.varzesh3.com/video/159228/
1396/10/21,15:00,لیگ برتر ایران,1396-1397,هفته 19,نفت تهران,0,2,-2,0,0,https://video.varzesh3.com/video/159535/
1396/10/28,14:30,لیگ برتر ایران,1396-1397,هفته 20,سایپا,1,2,-1,0,1,https://video.varzesh3.com/video/159906/
1396/11/06,14:30,لیگ برتر ایران,1396-1397,هفته 21,سیاه جامگان,0,0,0,1,0,https://video.varzesh3.com/video/160388/
1396/11/13,14:30,لیگ برتر ایران,1396-1397,هفته 22,شهرخودرو مشهد,3,0,3,3,0,https://video.varzesh3.com/video/160819/
1396/11/18,14:15,لیگ برتر ایران,1396-1397,هفته 23,گسترش فولاد,2,1,1,3,1,https://video.varzesh3.com/video/161146/
1396/11/23,19:00,لیگ نخبگان آسیا,2018,هفته 1,الاهلی عربستان,0,1,-1,0,1,https://video.varzesh3.com/video/161460/
1396/11/30,18:30,لیگ نخبگان آسیا,2018,هفته 1,الغرافه,0,3,-3,0,0,https://video.varzesh3.com/video/161869/
1396/12/05,15:30,لیگ برتر ایران,1396-1397,هفته 24,پارس جنوبی جم,1,1,0,1,0,https://video.varzesh3.com/video/162132/
1396/12/10,15:00,لیگ برتر ایران,1396-1397,هفته 25,پیکان,0,1,-1,0,1,https://video.varzesh3.com/video/162407/
1396/12/14,18:30,لیگ نخبگان آسیا,2018,هفته 1,الجزیره امارات,0,0,0,1,0,https://video.varzesh3.com/video/162668/
1396/12/22,16:00,لیگ نخبگان آسیا,2018,هفته 1,الجزیره امارات,1,1,0,1,1,https://video.varzesh3.com/video/163110/
1397/01/10,17:00,لیگ برتر ایران,1396-1397,هفته 26,ذوب آهن,0,3,-3,0,0,https://video.varzesh3.com/video/163934/
1397/01/14,20:50,لیگ نخبگان آسیا,2018,هفته 1,الاهلی عربستان,0,2,-2,0,0,https://video.varzesh3.com/video/164170/
1397/01/18,18:00,لیگ برتر ایران,1396-1397,هفته 27,سپاهان,1,1,0,1,1,https://video.varzesh3.com/video/164429/
1397/01/24,16:00,لیگ برتر ایران,1396-1397,هفته 28,سپیدرود رشت,0,1,-1,0,0,https://video.varzesh3.com/video/164778/
1397/01/28,19:00,لیگ نخبگان آسیا,2018,هفته 1,الغرافه,1,3,-2,0,1,https://video.varzesh3.com/video/165053/
1397/02/02,18:00,لیگ برتر ایران,1396-1397,هفته 29,صنعت نفت آبادان,1,1,0,1,1,https://video.varzesh3.com/video/165364/
1397/02/07,17:00,لیگ برتر ایران,1396-1397,هفته 30,فولاد,1,0,1,3,0,https://video.varzesh3.com/video/165653/
1397/05/05,20:45,لیگ برتر ایران,1397-1398,هفته 1,نفت مسجدسلیمان,0,0,0,1,0,https://video.varzesh3.com/video/171880/
1397/05/12,20:00,لیگ برتر ایران,1397-1398,هفته 2,نساجی مازندران,1,1,0,1,1,https://video.varzesh3.com/video/172287/
1397/05/19,20:30,لیگ برتر ایران,1397-1398,هفته 3,استقلال,0,3,-3,0,0,https://video.varzesh3.com/video/172665/
1397/05/26,19:45,لیگ برتر ایران,1397-1398,هفته 4,سایپا,1,0,1,3,1,https://video.varzesh3.com/video/173099/
1397/06/02,20:00,لیگ برتر ایران,1397-1398,هفته 5,سپاهان,2,2,0,1,0,https://video.varzesh3.com/video/173575/
1396/01/31,17:45,لیگ برتر ایران,1395-1396,هفته 28,استقلال,1,0,1,3,1,https://video.varzesh3.com/video/137073/
1396/02/09,18:00,لیگ برتر ایران,1395-1396,هفته 29,سپاهان,0,2,-2,0,0,https://video.varzesh3.com/video/137515/
1396/02/14,18:00,لیگ برتر ایران,1395-1396,هفته 30,نفت تهران,1,0,1,3,1,https://video.varzesh3.com/video/137733/
1396/02/21,20:30,جام حذفی ایران,95-96,فینال,نفت تهران,0,1,-1,0,1,https://video.varzesh3.com/video/138106/
1396/05/05,21:00,لیگ برتر ایران,1396-1397,هفته 1,استقلال خوزستان,0,1,-1,0,0,https://video.varzesh3.com/video/141111/
1396/05/12,19:30,لیگ برتر ایران,1396-1397,هفته 2,پرسپولیس,1,2,-1,0,1,https://video.varzesh3.com/video/141459/
1396/05/20,20:45,لیگ برتر ایران,1396-1397,هفته 3,استقلال,0,1,-1,0,0,https://video.varzesh3.com/video/141838/
1396/05/26,19:47,لیگ برتر ایران,1396-1397,هفته 4,نفت تهران,2,1,1,3,1,https://video.varzesh3.com/video/142134/
1396/05/31,20:15,لیگ برتر ایران,1396-1397,هفته 5,سایپا,2,0,2,3,0,https://video.varzesh3.com/video/142430/
1396/06/16,18:15,جام حذفی ایران,96-97,1/16 نهایی,شهرخودرو مشهد,2,1,1,3,0,https://video.varzesh3.com/video/143118/
1396/06/24,19:00,لیگ برتر ایران,1396-1397,هفته 6,سیاه جامگان,1,1,0,1,1,https://video.varzesh3.com/video/143557/
1396/06/31,17:45,لیگ برتر ایران,1396-1397,هفته 7,شهرخودرو مشهد,1,2,-1,0,1,https://video.varzesh3.com/video/143861/
1396/07/06,14:00,لیگ برتر ایران,1396-1397,هفته 8,گسترش فولاد,2,1,1,3,0,https://video.varzesh3.com/video/144176/
1396/07/21,16:00,لیگ برتر ایران,1396-1397,هفته 9,پارس جنوبی جم,1,1,0,1,1,https://video.varzesh3.com/video/144856/
1396/07/27,15:45,لیگ برتر ایران,1396-1397,هفته 10,پیکان,1,2,-1,0,0,https://video.varzesh3.com/video/145142/
1396/08/04,17:00,جام حذفی ایران,96-97,یک هشتم نهایی,فجر سپاسی,5,2,3,3,1,https://video.varzesh3.com/video/145487/
1396/08/09,15:30,لیگ برتر ایران,1396-1397,هفته 11,ذوب آهن,0,0,0,1,1,https://video.varzesh3.com/video/145718/
1396/08/29,14:45,لیگ برتر ایران,1396-1397,هفته 12,سپاهان,0,3,-3,0,0,https://video.varzesh3.com/video/146623/
1396/09/04,14:00,لیگ برتر ایران,1396-1397,هفته 13,سپیدرود رشت,2,1,1,3,1,https://video.varzesh3.com/video/146903/
1396/09/10,16:45,لیگ برتر ایران,1396-1397,هفته 14,صنعت نفت آبادان,1,1,0,1,0,https://video.varzesh3.com/video/147274/
1396/09/15,14:00,لیگ برتر ایران,1396-1397,هفته 15,فولاد,1,1,0,1,1,https://video.varzesh3.com/video/147573/
1396/09/28,14:30,جام حذفی ایران,96-97,یک چهارم نهایی,استقلال خوزستان,0,0,0,1,0,https://video.varzesh3.com/video/148331/
1396/10/03,14:30,لیگ برتر ایران,1396-1397,هفته 16,استقلال خوزستان,3,0,3,3,1,https://video.varzesh3.com/video/148592/
1396/10/08,14:30,لیگ برتر ایران,1396-1397,هفته 17,پرسپولیس,0,2,-2,0,0,https://video.varzesh3.com/video/148875/
1395/07/24,17:00,لیگ برتر ایران,1395-1396,هفته 8,سایپا,0,0,0,1,0,https://video.varzesh3.com/video/125538/
1395/07/29,15:00,لیگ برتر ایران,1395-1396,هفته 9,فولاد,2,2,0,1,1,https://video.varzesh3.com/video/125823/
1395/08/06,14:45,لیگ برتر ایران,1395-1396,هفته 10,گسترش فولاد,2,0,2,3,0,https://video.varzesh3.com/video/126248/
1395/08/10,14:00,جام حذفی ایران,95-96,1/16 نهایی,ملوان,1,0,1,3,0,https://video.varzesh3.com/video/126491/
1395/08/28,13:30,جام حذفی ایران,95-96,یک هشتم نهایی,برق جدید شیراز,2,0,2,3,1,https://video.varzesh3.com/video/127618/
1395/09/05,14:30,لیگ برتر ایران,1395-1396,هفته 11,صبای قم,2,1,1,3,1,https://video.varzesh3.com/video/128059/
1395/09/12,14:00,لیگ برتر ایران,1395-1396,هفته 12,شهرخودرو مشهد,1,1,0,1,1,https://video.varzesh3.com/video/128562/
1395/09/19,16:20,لیگ برتر ایران,1395-1396,هفته 13,استقلال,2,1,1,3,0,https://video.varzesh3.com/video/129105/
1395/09/26,14:00,لیگ برتر ایران,1395-1396,هفته 14,سپاهان,1,2,-1,0,1,https://video.varzesh3.com/video/129592/
1395/09/30,14:00,جام حذفی ایران,95-96,یک چهارم نهایی,نفت و گاز گچساران,3,1,2,3,0,https://video.varzesh3.com/video/129859/
1395/10/05,15:00,لیگ برتر ایران,1395-1396,هفته 15,نفت تهران,2,0,2,3,0,https://video.varzesh3.com/video/130216/
1395/10/11,14:30,جام حذفی ایران,95-96,نیمه نهایی,ذوب آهن,3,2,1,3,0,https://video.varzesh3.com/video/130589/
1395/10/23,15:30,لیگ برتر ایران,1395-1396,هفته 16,استقلال خوزستان,1,0,1,3,0,https://video.varzesh3.com/video/131404/
1395/10/28,15:00,لیگ برتر ایران,1395-1396,هفته 17,صنعت نفت آبادان,2,2,0,1,1,https://video.varzesh3.com/video/131778/
1395/11/03,15:45,لیگ برتر ایران,1395-1396,هفته 18,پیکان,1,0,1,3,0,https://video.varzesh3.com/video/132110/
1395/11/08,15:00,لیگ برتر ایران,1395-1396,هفته 19,ماشین سازی تبریز,0,0,0,1,1,https://video.varzesh3.com/video/132493/
1395/11/17,15:00,لیگ برتر ایران,1395-1396,هفته 20,پرسپولیس,0,3,-3,0,0,https://video.varzesh3.com/video/133122/
1395/11/23,15:00,لیگ برتر ایران,1395-1396,هفته 21,ذوب آهن,4,1,3,3,1,https://video.varzesh3.com/video/133516/
1395/12/06,14:30,لیگ برتر ایران,1395-1396,هفته 22,سیاه جامگان,2,1,1,3,0,https://video.varzesh3.com/video/134413/
1395/12/13,15:15,لیگ برتر ایران,1395-1396,هفته 23,سایپا,0,0,0,1,1,https://video.varzesh3.com/video/134826/
1395/12/20,16:30,لیگ برتر ایران,1395-1396,هفته 24,فولاد,0,0,0,1,0,https://video.varzesh3.com/video/135197/
1396/01/12,17:30,لیگ برتر ایران,1395-1396,هفته 25,گسترش فولاد,1,1,0,1,1,https://video.varzesh3.com/video/136142/
1396/01/18,17:15,لیگ برتر ایران,1395-1396,هفته 26,صبای قم,0,3,-3,0,0,https://video.varzesh3.com/video/136438/
1396/01/25,17:00,لیگ برتر ایران,1395-1396,هفته 27,شهرخودرو مشهد,1,0,1,3,0,https://video.varzesh3.com/video/136781/
1394/12/16,17:30,لیگ برتر ایران,1394-1395,هفته 22,پرسپولیس,1,1,0,1,0,https://video.varzesh3.com/video/110290/
1394/12/20,15:30,لیگ برتر ایران,1394-1395,هفته 23,فولاد,3,2,1,3,1,https://video.varzesh3.com/video/110562/
1395/01/12,17:30,لیگ برتر ایران,1394-1395,هفته 24,سایپا,1,0,1,3,0,https://video.varzesh3.com/video/111790/
1395/01/22,16:30,لیگ برتر ایران,1394-1395,هفته 25,ذوب آهن,2,1,1,3,0,https://video.varzesh3.com/video/112447/
1395/01/26,18:00,لیگ برتر ایران,1394-1395,هفته 26,صبای قم,1,1,0,1,1,https://video.varzesh3.com/video/112754/
1395/02/05,17:30,لیگ برتر ایران,1394-1395,هفته 27,سیاه جامگان,1,2,-1,0,0,https://video.varzesh3.com/video/113589/
1395/02/09,18:00,لیگ برتر ایران,1394-1395,هفته 28,ملوان,4,2,2,3,1,https://video.varzesh3.com/video/113873/
1395/02/19,18:00,لیگ برتر ایران,1394-1395,هفته 29,استقلال,3,2,1,3,0,https://video.varzesh3.com/video/114611/
1395/02/24,18:00,لیگ برتر ایران,1394-1395,هفته 30,استقلال اهواز,5,0,5,3,1,https://video.varzesh3.com/video/115025/
1395/05/04,17:58,لیگ برتر ایران,1395-1396,هفته 1,استقلال خوزستان,2,2,0,1,1,https://video.varzesh3.com/video/119880/
1395/05/11,20:45,لیگ برتر ایران,1395-1396,هفته 2,صنعت نفت آبادان,0,0,0,1,0,https://video.varzesh3.com/video/120365/
1395/05/17,18:00,لیگ برتر ایران,1395-1396,هفته 3,پیکان,3,1,2,3,1,https://video.varzesh3.com/video/120878/
1395/05/21,18:00,لیگ برتر ایران,1395-1396,هفته 4,ماشین سازی تبریز,2,0,2,3,0,https://video.varzesh3.com/video/121255/
1395/06/20,17:15,لیگ برتر ایران,1395-1396,هفته 5,پرسپولیس,0,0,0,1,1,https://video.varzesh3.com/video/123375/
1395/06/25,18:30,لیگ برتر ایران,1395-1396,هفته 6,ذوب آهن,2,1,1,3,0,https://video.varzesh3.com/video/123780/
1395/06/30,16:45,لیگ برتر ایران,1395-1396,هفته 7,سیاه جامگان,3,0,3,3,1,https://video.varzesh3.com/video/124135/
1395/07/09,15:00,جام حذفی ایران,95-96,1/32 نهایی,فولاد یاسوج,2,0,2,3,1,
1394/05/23,18:50,لیگ برتر ایران,1394-1395,هفته 3,راه‌آهن,1,1,0,1,1,https://video.varzesh3.com/video/92041/
1394/05/30,17:30,لیگ برتر ایران,1394-1395,هفته 4,شهرخودرو مشهد,0,1,-1,0,0,https://video.varzesh3.com/video/92883/
1394/06/04,18:15,لیگ برتر ایران,1394-1395,هفته 5,استقلال خوزستان,0,0,0,1,1,https://video.varzesh3.com/video/93535/
1394/06/23,14:00,جام حذفی ایران,94-95,یک شانزدهم نهایی,بعثت کرمانشاه,0,0,0,1,1,
1394/06/24,17:30,لیگ برتر ایران,1394-1395,هفته 6,سپاهان,0,0,0,1,0,https://video.varzesh3.com/video/96054/
1394/06/29,18:30,جام حذفی ایران,94-95,یک هشتم نهایی,صبای قم,1,0,1,3,0,https://video.varzesh3.com/video/96726/
1394/07/03,16:20,لیگ برتر ایران,1394-1395,هفته 7,پرسپولیس,0,1,-1,0,1,https://video.varzesh3.com/video/97486/
1394/07/24,17:10,لیگ برتر ایران,1394-1395,هفته 8,فولاد,2,1,1,3,0,https://video.varzesh3.com/video/100172/
1394/07/28,16:00,لیگ برتر ایران,1394-1395,هفته 9,سایپا,2,0,2,3,1,https://video.varzesh3.com/video/100753/
1394/08/05,15:30,لیگ برتر ایران,1394-1395,هفته 10,ذوب آهن,4,4,0,1,1,https://video.varzesh3.com/video/101460/
1394/08/09,15:30,لیگ برتر ایران,1394-1395,هفته 11,صبای قم,1,2,-1,0,0,https://video.varzesh3.com/video/102001/
1394/08/13,15:00,جام حذفی ایران,94-95,یک چهارم نهایی,سایپا,2,1,1,3,0,
1394/08/29,15:15,لیگ برتر ایران,1394-1395,هفته 12,سیاه جامگان,0,0,0,1,1,https://video.varzesh3.com/video/103650/
1394/09/09,15:15,لیگ برتر ایران,1394-1395,هفته 13,ملوان,1,0,1,3,0,https://video.varzesh3.com/video/104201/
1394/09/22,15:00,لیگ برتر ایران,1394-1395,هفته 14,استقلال,0,0,0,1,1,https://video.varzesh3.com/video/104851/
1394/09/26,15:00,لیگ برتر ایران,1394-1395,هفته 15,استقلال اهواز,2,0,2,3,0,https://video.varzesh3.com/video/105073/
1394/10/01,14:30,جام حذفی ایران,94-95,نیمه نهایی,استقلال,1,2,-1,0,1,https://video.varzesh3.com/video/105403/
1394/10/07,15:00,لیگ برتر ایران,1394-1395,هفته 16,نفت تهران,1,0,1,3,0,https://video.varzesh3.com/video/105731/
1394/10/11,14:30,لیگ برتر ایران,1394-1395,هفته 17,گسترش فولاد,1,1,0,1,1,https://video.varzesh3.com/video/106013/
1394/11/09,14:30,لیگ برتر ایران,1394-1395,هفته 18,راه‌آهن,0,0,0,1,0,https://video.varzesh3.com/video/107760/
1394/11/18,14:30,لیگ برتر ایران,1394-1395,هفته 19,شهرخودرو مشهد,1,2,-1,0,1,https://video.varzesh3.com/video/108367/
1394/11/23,15:00,لیگ برتر ایران,1394-1395,هفته 20,استقلال خوزستان,1,1,0,1,0,https://video.varzesh3.com/video/108731/
1394/11/29,15:15,لیگ برتر ایران,1394-1395,هفته 21,سپاهان,2,1,1,3,1,https://video.varzesh3.com/video/109127/
1393/11/24,15:30,لیگ برتر ایران,1393-1394,هفته 20,صبای قم,3,2,1,3,0,https://video.varzesh3.com/video/72393/
1393/11/30,15:30,لیگ برتر ایران,1393-1394,هفته 21,نفت مسجدسلیمان,2,1,1,3,0,https://video.varzesh3.com/video/72923/
1393/12/17,16:30,لیگ برتر ایران,1393-1394,هفته 22,پرسپولیس,1,0,1,3,1,https://video.varzesh3.com/video/74723/
1393/12/21,15:30,لیگ برتر ایران,1393-1394,هفته 23,راه‌آهن,3,0,3,3,0,https://video.varzesh3.com/video/75744/
1394/01/14,17:00,لیگ برتر ایران,1393-1394,هفته 24,استقلال خوزستان,3,0,3,3,1,https://video.varzesh3.com/video/77078/
1394/01/23,17:30,لیگ برتر ایران,1393-1394,هفته 25,سپاهان,1,2,-1,0,0,https://video.varzesh3.com/video/78123/
1394/01/27,17:30,لیگ برتر ایران,1393-1394,هفته 26,سایپا,2,1,1,3,1,https://video.varzesh3.com/video/78572/
1394/02/06,17:00,لیگ برتر ایران,1393-1394,هفته 27,پیکان,2,0,2,3,0,https://video.varzesh3.com/video/79628/
1394/02/11,18:00,لیگ برتر ایران,1393-1394,هفته 28,گسترش فولاد,1,1,0,1,1,https://video.varzesh3.com/video/80228/
1394/02/20,18:00,لیگ برتر ایران,1393-1394,هفته 29,استقلال,4,1,3,3,0,https://video.varzesh3.com/video/81246/
1394/02/25,19:30,لیگ برتر ایران,1393-1394,هفته 30,نفت تهران,3,3,0,1,1,https://video.varzesh3.com/video/81968/
1394/05/09,18:30,لیگ برتر ایران,1394-1395,هفته 1,نفت تهران,0,0,0,1,1,https://video.varzesh3.com/video/90370/
1394/05/16,18:30,لیگ برتر ایران,1394-1395,هفته 2,گسترش فولاد,3,1,2,3,0,https://video.varzesh3.com/video/91160/
1393/05/09,17:30,لیگ برتر ایران,1393-1394,هفته 1,فولاد,2,1,1,3,1,https://video.varzesh3.com/video/57024/
1393/05/17,19:25,لیگ برتر ایران,1393-1394,هفته 2,ذوب آهن,0,0,0,1,0,https://video.varzesh3.com/video/57791/
1393/05/24,18:00,لیگ برتر ایران,1393-1394,هفته 3,ملوان,1,0,1,3,1,https://video.varzesh3.com/video/58415/
1393/05/28,17:30,لیگ برتر ایران,1393-1394,هفته 4,شهرخودرو مشهد,0,1,-1,0,0,https://video.varzesh3.com/video/58873/
1393/06/02,18:00,لیگ برتر ایران,1393-1394,هفته 5,صبای قم,4,2,2,3,1,https://video.varzesh3.com/video/59177/
1393/06/07,18:00,لیگ برتر ایران,1393-1394,هفته 6,نفت مسجدسلیمان,3,0,3,3,1,https://video.varzesh3.com/video/59414/
1393/06/14,18:50,لیگ برتر ایران,1393-1394,هفته 7,پرسپولیس,3,1,2,3,0,https://video.varzesh3.com/video/59807/
1393/06/21,19:00,لیگ برتر ایران,1393-1394,هفته 8,راه‌آهن,4,1,3,3,1,https://video.varzesh3.com/video/60213/
1393/06/27,18:40,لیگ برتر ایران,1393-1394,هفته 9,استقلال خوزستان,2,2,0,1,0,https://video.varzesh3.com/video/60511/
1393/07/04,17:40,لیگ برتر ایران,1393-1394,هفته 10,سپاهان,1,1,0,1,1,https://video.varzesh3.com/video/61284/
1393/07/11,16:00,لیگ برتر ایران,1393-1394,هفته 11,سایپا,1,0,1,3,0,https://video.varzesh3.com/video/62022/
1393/07/25,14:30,جام حذفی ایران,93-94,يک شانزدهم نهايي,کارون اهواز,4,0,4,3,1,https://video.varzesh3.com/video/63070/
1393/07/30,17:00,لیگ برتر ایران,1393-1394,هفته 12,پیکان,1,2,-1,0,1,
1393/08/04,14:30,جام حذفی ایران,93-94,يک هشتم نهايي,سایپا,0,0,0,1,0,
1393/08/09,16:50,لیگ برتر ایران,1393-1394,هفته 13,گسترش فولاد,3,1,2,3,0,https://video.varzesh3.com/video/63953/
1393/08/16,16:30,لیگ برتر ایران,1393-1394,هفته 14,استقلال,2,2,0,1,1,https://video.varzesh3.com/video/64329/
1393/08/30,15:00,لیگ برتر ایران,1393-1394,هفته 15,نفت تهران,1,2,-1,0,0,https://video.varzesh3.com/video/65395/
1393/09/06,14:00,جام حذفی ایران,93-94,يک چهارم نهايي,شهرخودرو مشهد,1,2,-1,0,1,https://video.varzesh3.com/video/65917/
1393/09/11,15:00,لیگ برتر ایران,1393-1394,هفته 16,فولاد,2,3,-1,0,0,https://video.varzesh3.com/video/66321/
1393/09/20,15:00,لیگ برتر ایران,1393-1394,هفته 17,ذوب آهن,2,1,1,3,1,https://video.varzesh3.com/video/67397/
1393/11/10,15:00,لیگ برتر ایران,1393-1394,هفته 18,ملوان,0,0,0,1,0,https://video.varzesh3.com/video/71143/
1393/11/17,16:00,لیگ برتر ایران,1393-1394,هفته 19,شهرخودرو مشهد,1,3,-2,0,1,https://video.varzesh3.com/video/71826/
1392/08/17,15:15,لیگ برتر ایران,1392-1393,هفته 15,استقلال,1,1,0,1,1,
1392/09/08,15:00,لیگ برتر ایران,1392-1393,هفته 16,پرسپولیس,1,0,1,3,1,
1392/09/15,15:00,لیگ برتر ایران,1392-1393,هفته 17,گسترش فولاد,2,1,1,3,0,
1392/09/22,15:30,لیگ برتر ایران,1392-1393,هفته 18,ذوب آهن,2,2,0,1,1,
1392/09/29,15:00,لیگ برتر ایران,1392-1393,هفته 19,سپاهان,1,2,-1,0,1,
1392/10/03,15:00,لیگ برتر ایران,1392-1393,هفته 20,مس کرمان,1,1,0,1,0,
1392/10/08,14:25,جام حذفی ایران,92-93,يک هشتم نهايي,نفت مسجدسلیمان,2,0,2,3,0,
1392/10/14,14:30,لیگ برتر ایران,1392-1393,هفته 21,فجر سپاسی,0,0,0,1,1,
1392/10/21,14:30,لیگ برتر ایران,1392-1393,هفته 22,سایپا,3,3,0,1,0,
1392/10/26,14:30,لیگ برتر ایران,1392-1393,هفته 23,صبای قم,1,1,0,1,1,
1392/11/01,14:00,جام حذفی ایران,92-93,يک چهارم نهايي,راه‌آهن,2,0,2,3,0,
1392/11/06,14:30,لیگ برتر ایران,1392-1393,هفته 24,ملوان,1,1,0,1,0,
1392/11/11,16:00,لیگ برتر ایران,1392-1393,هفته 25,داماش گیلان,0,0,0,1,1,
1392/11/15,14:30,جام حذفی ایران,92-93,نيمه نهايي,فولاد,1,0,1,3,1,
