تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1402/12/18,19:48,لیگ برتر ایران,1402-1403,هفته 19,استقلال خوزستان,1,0,1,3,0,https://video.varzesh3.com/video/326866/خلاصه-بازی-استقلال-خوزستان-0-استقلال-1
1402/12/23,20:00,لیگ برتر ایران,1402-1403,هفته 20,پرسپولیس,0,0,0,1,1,https://video.varzesh3.com/video/327322/خلاصه-بازی-استقلال-0-پرسپولیس-0
1402/12/27,21:00,لیگ برتر ایران,1402-1403,هفته 21,هوادار,1,0,1,3,0,https://video.varzesh3.com/video/327761/خلاصه-بازی-هوادار-0-استقلال-1
1403/01/18,19:00,لیگ برتر ایران,1402-1403,هفته 22,مس رفسنجان,2,2,0,1,1,https://video.varzesh3.com/video/329090/خلاصه-بازی-استقلال-2-مس-رفسنجان-2
1403/01/24,18:00,لیگ برتر ایران,1402-1403,هفته 23,آلومینیوم اراک,1,0,1,3,0,https://video.varzesh3.com/video/329747/خلاصه-بازی-آلومینیوم-اراک-0-استقلال-1
1403/01/31,18:00,لیگ برتر ایران,1402-1403,هفته 24,شمس آذر قزوین,3,2,1,3,1,https://video.varzesh3.com/video/330448/خلاصه-بازی-استقلال-3-شمس-آذر-قزوین-2
1403/02/12,17:00,لیگ برتر ایران,1402-1403,هفته 25,تراکتور,0,0,0,1,0,https://video.varzesh3.com/video/331584/خلاصه-بازی-تراکتور-0-استقلال-0
1403/02/17,20:30,لیگ برتر ایران,1402-1403,هفته 26,ذوب آهن,2,1,1,3,1,https://video.varzesh3.com/video/332042/خلاصه-بازی-استقلال-2-ذوب-آهن-1
1403/02/24,19:30,لیگ برتر ایران,1402-1403,هفته 27,فولاد,1,0,1,3,1,https://video.varzesh3.com/video/332686/خلاصه-بازی-استقلال-1-فولاد-0
1403/03/04,19:45,لیگ برتر ایران,1402-1403,هفته 28,نساجی مازندران,0,0,0,1,0,https://video.varzesh3.com/video/333609/خلاصه-بازی-نساجی-مازندران-0-استقلال-0
1403/03/08,20:00,لیگ برتر ایران,1402-1403,هفته 29,گل گهر سیرجان,1,0,1,3,1,https://video.varzesh3.com/video/334064/خلاصه-بازی-استقلال-1-گل-گهر-0
1403/03/12,19:00,لیگ برتر ایران,1402-1403,هفته 30,پیکان,2,0,2,3,0,https://video.varzesh3.com/video/334508/خلاصه-بازی-پیکان-0-استقلال-2
1403/05/26,19:30,لیگ برتر ایران,1403-1404,هفته 1,شمس آذر قزوین,2,1,1,3,0,https://video.varzesh3.com/video/350316/خلاصه-بازی-شمس-آذر-1-استقلال-2
1403/06/02,19:30,لیگ برتر ایران,1403-1404,هفته 2,ملوان,2,2,0,1,1,https://video.varzesh3.com/video/351040/خلاصه-بازی-استقلال-2-ملوان-2
1403/06/08,20:30,لیگ برتر ایران,1403-1404,هفته 3,استقلال خوزستان,0,1,-1,0,0,https://video.varzesh3.com/video/351590/خلاصه-بازی-استقلال-خوزستان-1-استقلال-0
1403/06/26,21:30,لیگ نخبگان آسیا,2024-2025,هفته 1,الغرافه,3,0,3,3,1,https://video.varzesh3.com/video/353176/خلاصه-بازی-استقلال-ایران-3-الغرافه-قطر-0
1401/12/09,15:00,لیگ برتر ایران,1401-1402,هفته 21,نساجی مازندران,1,1,0,1,0,https://video.varzesh3.com/video/273824/خلاصه-بازی-نساجی-1-استقلال-1
1401/12/15,16:45,لیگ برتر ایران,1401-1402,هفته 22,گل گهر سیرجان,2,1,1,3,1,https://video.varzesh3.com/video/274417/خلاصه-بازی-استقلال-2-گل-گهر-سیرجان-1
1401/12/21,19:00,لیگ برتر ایران,1401-1402,هفته 23,فولاد,2,0,2,3,0,https://video.varzesh3.com/video/275020/خلاصه-بازی-فولاد-0-استقلال-2
