تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1401/10/29,16:30,لیگ برتر ایران,1401-1402,هفته 16,استقلال,2,1,1,3,1,https://video.varzesh3.com/video/270282/
1401/11/06,15:00,لیگ برتر ایران,1401-1402,هفته 17,نساجی مازندران,1,0,1,3,0,https://video.varzesh3.com/video/270828/
1401/11/12,15:00,لیگ برتر ایران,1401-1402,هفته 18,گل گهر سیرجان,4,1,3,3,1,https://video.varzesh3.com/video/271367/
1401/11/18,18:00,لیگ برتر ایران,1401-1402,هفته 19,فولاد,1,0,1,3,0,https://video.varzesh3.com/video/271966/خلاصه-بازی-فولاد-0-سپاهان-1-گزارش-اختصاصی
1401/11/25,15:30,لیگ برتر ایران,1401-1402,هفته 20,ذوب آهن,2,1,1,3,1,https://video.varzesh3.com/video/272560/خلاصه-بازی-سپاهان-2-ذوب-آهن-1-گزارش-اختصاصی
1401/11/28,15:30,دوستانه,باشگاهی,,زنیت,2,0,2,3,1,https://video.varzesh3.com/video/272783/خلاصه-بازی-سپاهان-2-زنیت-0
1401/12/03,15:00,جام حذفی ایران,1401-1402,یک هشتم نهایی,پرسپولیس,2,4,-2,0,1,https://video.varzesh3.com/video/273261/خلاصه-بازی-سپاهان-2-پرسپولیس-4
1401/12/09,16:30,لیگ برتر ایران,1401-1402,هفته 21,آلومینیوم اراک,1,1,0,1,0,https://video.varzesh3.com/video/273845/خلاصه-بازی-آلومینیوم-1-سپاهان-1
1401/12/14,18:00,لیگ برتر ایران,1401-1402,هفته 22,هوادار,3,1,2,3,1,https://video.varzesh3.com/video/274301/خلاصه-بازی-سپاهان-3-هوادار-1
1401/12/20,16:45,لیگ برتر ایران,1401-1402,هفته 23,پرسپولیس,1,0,1,3,0,https://video.varzesh3.com/video/274883/خلاصه-بازی-پرسپولیس-0-سپاهان-1
1402/01/11,19:15,لیگ برتر ایران,1401-1402,هفته 24,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/276405/خلاصه-بازی-سپاهان-1-صنعت-نفت-آبادان-0
1400/11/02,15:00,لیگ برتر ایران,1400-1401,هفته 16,مس رفسنجان,1,3,-2,0,0,https://video.varzesh3.com/video/245363/
1400/11/23,15:00,لیگ برتر ایران,1400-1401,هفته 17,نفت مسجدسلیمان,4,1,3,3,1,https://video.varzesh3.com/video/246477/
1400/11/29,15:00,لیگ برتر ایران,1400-1401,هفته 18,هوادار,0,0,0,1,0,https://video.varzesh3.com/video/246795/
1400/12/04,15:00,لیگ برتر ایران,1400-1401,هفته 19,ذوب آهن,0,0,0,1,1,https://video.varzesh3.com/video/247088/
1400/12/09,14:30,لیگ برتر ایران,1400-1401,هفته 20,تراکتور,2,2,0,1,0,https://video.varzesh3.com/video/247401/
1400/12/15,18:00,لیگ برتر ایران,1400-1401,هفته 21,فجر سپاسی,2,0,2,3,1,https://video.varzesh3.com/video/247780/
1400/12/20,16:00,لیگ برتر ایران,1400-1401,هفته 22,نساجی مازندران,3,1,2,3,0,https://video.varzesh3.com/video/248091/
1400/12/26,17:00,لیگ برتر ایران,1400-1401,هفته 23,گل گهر سیرجان,0,0,0,1,1,https://video.varzesh3.com/video/248435/
1401/01/12,18:00,لیگ برتر ایران,1400-1401,هفته 24,صنعت نفت آبادان,4,2,2,3,0,https://video.varzesh3.com/video/249186/
1401/01/18,21:45,لیگ نخبگان آسیا,2022,هفته 1,پاختاکور,3,1,2,3,0,https://video.varzesh3.com/video/249542/
1401/01/21,21:45,لیگ نخبگان آسیا,2022,هفته 2,الدحیل,0,1,-1,0,1,https://video.varzesh3.com/video/249719/
1401/01/26,00:45,لیگ نخبگان آسیا,2022,هفته 3,التعاون,0,3,-3,0,0,https://video.varzesh3.com/video/249962/
1401/01/30,00:45,لیگ نخبگان آسیا,2022,هفته 4,التعاون,1,1,0,1,1,https://video.varzesh3.com/video/250169/
1401/02/02,21:45,لیگ نخبگان آسیا,2022,هفته 5,پاختاکور,2,1,1,3,1,https://video.varzesh3.com/video/250420/
1401/02/06,21:45,لیگ نخبگان آسیا,2022,هفته 6,الدحیل,2,5,-3,0,0,https://video.varzesh3.com/video/250635/
1401/02/14,18:30,لیگ برتر ایران,1400-1401,هفته 25,استقلال,1,1,0,1,1,https://video.varzesh3.com/video/251144/
1401/02/19,19:00,لیگ برتر ایران,1400-1401,هفته 26,پیکان,1,0,1,3,0,https://video.varzesh3.com/video/251433/
1401/02/24,22:00,لیگ برتر ایران,1400-1401,هفته 27,پرسپولیس,2,1,1,3,0,https://video.varzesh3.com/video/251816/
1401/02/29,20:00,لیگ برتر ایران,1400-1401,هفته 28,شهرخودرو مشهد,3,0,3,3,1,https://video.varzesh3.com/video/252098/
1401/03/08,20:00,لیگ برتر ایران,1400-1401,هفته 29,فولاد,0,3,-3,0,0,https://video.varzesh3.com/video/252794/
1401/03/12,20:00,لیگ برتر ایران,1400-1401,هفته 30,آلومینیوم اراک,1,1,0,1,1,https://video.varzesh3.com/video/253100/
1401/05/21,19:00,لیگ برتر ایران,1401-1402,هفته 1,استقلال,2,0,2,3,0,https://video.varzesh3.com/video/257276/
1401/05/27,21:00,لیگ برتر ایران,1401-1402,هفته 2,نساجی مازندران,2,1,1,3,1,https://video.varzesh3.com/video/257809/
1401/06/04,21:30,لیگ برتر ایران,1401-1402,هفته 3,گل گهر سیرجان,2,2,0,1,0,https://video.varzesh3.com/video/258496/
1400/04/10,21:15,لیگ برتر ایران,1399-1400,هفته 25,ماشین سازی تبریز,1,0,1,3,1,https://video.varzesh3.com/video/235096/
1400/04/15,19:50,لیگ برتر ایران,1399-1400,هفته 26,پیکان,1,1,0,1,0,https://video.varzesh3.com/video/235322/
1400/04/19,20:45,لیگ برتر ایران,1399-1400,هفته 27,صنعت نفت آبادان,4,1,3,3,1,https://video.varzesh3.com/video/235515/
1400/04/24,21:30,جام حذفی ایران,1399-1400,1/4 نهایی,فولاد,1,1,0,1,0,https://video.varzesh3.com/video/235763/
1400/04/29,21:15,لیگ برتر ایران,1399-1400,هفته 28,شهرخودرو مشهد,1,0,1,3,0,https://video.varzesh3.com/video/236034/
1400/05/03,21:15,لیگ برتر ایران,1399-1400,هفته 29,ذوب آهن,2,0,2,3,1,https://video.varzesh3.com/video/236266/
1400/05/08,21:15,لیگ برتر ایران,1399-1400,هفته 30,استقلال,2,1,1,3,0,https://video.varzesh3.com/video/236512/
1400/07/27,18:00,لیگ برتر ایران,1400-1401,هفته 1,مس رفسنجان,2,0,2,3,1,https://video.varzesh3.com/video/240182/
1400/08/02,16:00,لیگ برتر ایران,1400-1401,هفته 2,نفت مسجدسلیمان,3,0,3,3,0,https://video.varzesh3.com/video/240456/
1400/08/08,18:00,لیگ برتر ایران,1400-1401,هفته 3,هوادار,1,0,1,3,1,https://video.varzesh3.com/video/240783/
1400/08/14,18:00,لیگ برتر ایران,1400-1401,هفته 4,ذوب آهن,0,1,-1,0,0,https://video.varzesh3.com/video/241139/
1400/08/28,18:00,لیگ برتر ایران,1400-1401,هفته 5,تراکتور,0,0,0,1,1,https://video.varzesh3.com/video/241874/
1400/09/03,15:00,لیگ برتر ایران,1400-1401,هفته 6,فجر سپاسی,2,0,2,3,0,https://video.varzesh3.com/video/242120/
1400/09/08,16:00,لیگ برتر ایران,1400-1401,هفته 7,نساجی مازندران,2,0,2,3,1,https://video.varzesh3.com/video/242378/
1400/09/13,15:00,لیگ برتر ایران,1400-1401,هفته 8,گل گهر سیرجان,3,0,3,3,0,https://video.varzesh3.com/video/242683/
1400/09/18,16:00,لیگ برتر ایران,1400-1401,هفته 9,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/242973/
1400/09/23,16:00,لیگ برتر ایران,1400-1401,هفته 10,استقلال,0,1,-1,0,0,https://video.varzesh3.com/video/243240/
1400/09/28,17:30,جام حذفی ایران,1400-1401,1/16 نهایی,اورکی اسلامشهر,1,0,1,3,1,https://video.varzesh3.com/video/243527/
1400/10/03,17:00,لیگ برتر ایران,1400-1401,هفته 11,پیکان,1,2,-1,0,1,https://video.varzesh3.com/video/243769/
1400/10/08,16:00,لیگ برتر ایران,1400-1401,هفته 12,پرسپولیس,0,1,-1,0,1,https://video.varzesh3.com/video/244013/
1400/10/13,14:30,لیگ برتر ایران,1400-1401,هفته 13,شهرخودرو مشهد,2,0,2,3,0,https://video.varzesh3.com/video/244239/
1400/10/18,17:00,لیگ برتر ایران,1400-1401,هفته 14,فولاد,2,1,1,3,1,https://video.varzesh3.com/video/244564/
1400/10/23,15:00,لیگ برتر ایران,1400-1401,هفته 15,آلومینیوم اراک,0,0,0,1,0,https://video.varzesh3.com/video/244852/
1400/10/27,14:00,جام حذفی ایران,1400-1401,1/8 نهایی,آلومینیوم اراک,1,1,0,1,0,https://video.varzesh3.com/video/245094/
1399/09/07,15:15,لیگ برتر ایران,1399-1400,هفته 3,تراکتور,1,0,1,3,0,https://video.varzesh3.com/video/223571/
1399/09/11,16:20,لیگ برتر ایران,1399-1400,هفته 4,سایپا,1,1,0,1,1,https://video.varzesh3.com/video/223764/
1399/09/16,15:00,لیگ برتر ایران,1399-1400,هفته 5,نفت مسجدسلیمان,1,3,-2,0,0,https://video.varzesh3.com/video/223995/
1399/09/21,15:00,لیگ برتر ایران,1399-1400,هفته 6,نساجی مازندران,4,0,4,3,1,https://video.varzesh3.com/video/224253/
1399/10/02,15:00,لیگ برتر ایران,1399-1400,هفته 8,مس رفسنجان,2,1,1,3,0,https://video.varzesh3.com/video/224846/
1399/10/09,15:00,لیگ برتر ایران,1399-1400,هفته 10,ماشین سازی تبریز,3,3,0,1,0,https://video.varzesh3.com/video/225217/
1399/10/16,16:30,لیگ برتر ایران,1399-1400,هفته 7,پرسپولیس,0,0,0,1,0,https://video.varzesh3.com/video/225614/
1399/10/21,15:00,لیگ برتر ایران,1399-1400,هفته 9,فولاد,1,1,0,1,1,https://video.varzesh3.com/video/225849/
1399/10/26,15:00,لیگ برتر ایران,1399-1400,هفته 11,پیکان,2,1,1,3,1,https://video.varzesh3.com/video/226128/
1399/11/06,16:00,لیگ برتر ایران,1399-1400,هفته 12,صنعت نفت آبادان,2,1,1,3,0,https://video.varzesh3.com/video/226658/
1399/11/11,17:00,لیگ برتر ایران,1399-1400,هفته 13,شهرخودرو مشهد,1,3,-2,0,1,https://video.varzesh3.com/video/226988/
1399/11/17,15:00,لیگ برتر ایران,1399-1400,هفته 14,ذوب آهن,3,1,2,3,0,https://video.varzesh3.com/video/227309/
1399/11/25,17:10,لیگ برتر ایران,1399-1400,هفته 15,استقلال,2,0,2,3,1,https://video.varzesh3.com/video/227943/
1399/12/11,15:45,لیگ برتر ایران,1399-1400,هفته 16,گل گهر سیرجان,1,0,1,3,1,https://video.varzesh3.com/video/228905/
1399/12/16,15:30,لیگ برتر ایران,1399-1400,هفته 17,آلومینیوم اراک,6,1,5,3,0,https://video.varzesh3.com/video/229205/
1399/12/22,17:30,جام حذفی ایران,1399-1400,1/16 نهایی,مس رفسنجان,2,1,1,3,1,https://video.varzesh3.com/video/229598/
1399/12/28,15:30,لیگ برتر ایران,1399-1400,هفته 18,تراکتور,2,0,2,3,1,https://video.varzesh3.com/video/229945/
1400/01/16,16:30,لیگ برتر ایران,1399-1400,هفته 19,سایپا,1,0,1,3,0,https://video.varzesh3.com/video/230794/
1400/01/23,17:30,لیگ برتر ایران,1399-1400,هفته 20,نفت مسجدسلیمان,0,0,0,1,1,https://video.varzesh3.com/video/231183/
1400/02/02,21:00,لیگ برتر ایران,1399-1400,هفته 21,نساجی مازندران,1,0,1,3,0,https://video.varzesh3.com/video/231711/
1400/02/09,20:45,جام حذفی ایران,1399-1400,1/8 نهایی,فردوسی ثامن مشهد,2,0,2,3,0,https://video.varzesh3.com/video/232060/
1400/02/19,20:25,لیگ برتر ایران,1399-1400,هفته 22,پرسپولیس,1,1,0,1,1,https://video.varzesh3.com/video/232519/
1400/02/26,18:15,لیگ برتر ایران,1399-1400,هفته 23,مس رفسنجان,5,1,4,3,1,https://video.varzesh3.com/video/232961/
1400/04/06,20:45,لیگ برتر ایران,1399-1400,هفته 24,فولاد,0,0,0,1,0,https://video.varzesh3.com/video/234873/
1398/10/07,16:45,لیگ برتر ایران,1398-1399,هفته 11,صنعت نفت آبادان,2,4,-2,0,0,https://video.varzesh3.com/video/206700/
1398/11/05,15:00,لیگ برتر ایران,1398-1399,هفته 17,ماشین سازی تبریز,0,0,0,1,0,https://video.varzesh3.com/video/208447/
1398/11/11,17:00,لیگ برتر ایران,1398-1399,هفته 18,فولاد,2,1,1,3,1,https://video.varzesh3.com/video/208867/
1398/11/17,16:00,لیگ برتر ایران,1398-1399,هفته 19,نفت مسجدسلیمان,0,0,0,1,0,https://video.varzesh3.com/video/209275/
1398/11/22,18:20,لیگ نخبگان آسیا,2020,هفته 1,العین امارات,4,0,4,3,0,https://video.varzesh3.com/video/209630/
1398/11/29,19:05,لیگ نخبگان آسیا,2020,هفته 1,السد,0,3,-3,0,0,https://video.varzesh3.com/video/210078/
1398/12/04,16:15,لیگ برتر ایران,1398-1399,هفته 20,پرسپولیس,0,3,-3,0,1,
1398/12/08,16:15,لیگ برتر ایران,1398-1399,هفته 21,ذوب آهن,1,1,0,1,0,https://video.varzesh3.com/video/210612/
1399/04/09,20:45,لیگ برتر ایران,1398-1399,هفته 22,گل گهر سیرجان,2,0,2,3,1,https://video.varzesh3.com/video/216378/
1399/04/15,21:00,لیگ برتر ایران,1398-1399,هفته 23,سایپا,0,0,0,1,0,https://video.varzesh3.com/video/216692/
1399/04/21,20:45,لیگ برتر ایران,1398-1399,هفته 24,پارس جنوبی جم,1,1,0,1,1,https://video.varzesh3.com/video/216989/
1399/04/27,20:15,لیگ برتر ایران,1398-1399,هفته 25,تراکتور,1,2,-1,0,0,https://video.varzesh3.com/video/217304/
1399/05/02,20:45,لیگ برتر ایران,1398-1399,هفته 26,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/217601/
1399/05/11,21:30,لیگ برتر ایران,1398-1399,هفته 27,استقلال,1,2,-1,0,0,https://video.varzesh3.com/video/218065/
1399/05/16,20:30,لیگ برتر ایران,1398-1399,هفته 28,نساجی مازندران,0,1,-1,0,1,https://video.varzesh3.com/video/218295/
1399/05/20,20:30,جام حذفی ایران,98-99,1/4 نهایی,استقلال,0,2,-2,0,0,https://video.varzesh3.com/video/218511/
1399/05/25,20:45,لیگ برتر ایران,1398-1399,هفته 29,شهرخودرو مشهد,2,0,2,3,1,https://video.varzesh3.com/video/218785/
1399/05/30,20:45,لیگ برتر ایران,1398-1399,هفته 30,پیکان,1,1,0,1,0,https://video.varzesh3.com/video/219123/
1399/06/25,22:30,لیگ نخبگان آسیا,2020,هفته 1,النصر,0,2,-2,0,1,https://video.varzesh3.com/video/220189/
1399/06/28,22:30,لیگ نخبگان آسیا,2020,هفته 1,النصر,0,2,-2,0,0,https://video.varzesh3.com/video/220308/
1399/06/31,21:30,لیگ نخبگان آسیا,2020,هفته 1,العین امارات,0,0,0,1,1,https://video.varzesh3.com/video/220434/
1399/07/03,18:30,لیگ نخبگان آسیا,2020,هفته 1,السد,2,1,1,3,1,https://video.varzesh3.com/video/220544/
1399/08/17,16:20,لیگ برتر ایران,1399-1400,هفته 1,گل گهر سیرجان,1,3,-2,0,0,https://video.varzesh3.com/video/222621/
1399/08/29,16:20,لیگ برتر ایران,1399-1400,هفته 2,آلومینیوم اراک,1,0,1,3,1,https://video.varzesh3.com/video/223159/
1398/01/23,17:47,لیگ برتر ایران,1397-1398,هفته 25,استقلال,0,1,-1,0,1,https://video.varzesh3.com/video/189480/
1398/01/29,19:00,لیگ برتر ایران,1397-1398,هفته 26,سایپا,5,2,3,3,0,https://video.varzesh3.com/video/189873/
1398/02/06,20:15,لیگ برتر ایران,1397-1398,هفته 27,پرسپولیس,0,0,0,1,0,https://video.varzesh3.com/video/190401/
1398/02/13,19:15,لیگ برتر ایران,1397-1398,هفته 28,ماشین سازی تبریز,2,0,2,3,1,https://video.varzesh3.com/video/190884/
1398/02/21,21:30,لیگ برتر ایران,1397-1398,هفته 29,شهرخودرو مشهد,1,1,0,1,0,https://video.varzesh3.com/video/191372/
1398/02/26,21:30,لیگ برتر ایران,1397-1398,هفته 30,استقلال خوزستان,2,0,2,3,1,https://video.varzesh3.com/video/191684/
1398/03/08,21:00,جام حذفی ایران,97-98,1/2 نهایی,پرسپولیس,0,1,-1,0,1,https://video.varzesh3.com/video/192554/
1398/06/02,20:15,لیگ برتر ایران,1398-1399,هفته 1,شاهین شهرداری بوشهر,3,0,3,3,0,https://video.varzesh3.com/video/198403/
1398/06/07,20:00,لیگ برتر ایران,1398-1399,هفته 2,ماشین سازی تبریز,1,0,1,3,1,https://video.varzesh3.com/video/198752/
1398/06/23,19:45,لیگ برتر ایران,1398-1399,هفته 3,فولاد,0,0,0,1,0,https://video.varzesh3.com/video/199670/
1398/06/29,19:30,لیگ برتر ایران,1398-1399,هفته 4,نفت مسجدسلیمان,0,0,0,1,1,https://video.varzesh3.com/video/200180/
1398/07/04,16:15,لیگ برتر ایران,1398-1399,هفته 5,پرسپولیس,2,0,2,3,0,https://video.varzesh3.com/video/200584/
1398/07/08,16:30,جام حذفی ایران,98-99,1/16 نهایی,خیبر خرم آباد,3,0,3,3,0,https://video.varzesh3.com/video/200807/
1398/07/12,17:05,لیگ برتر ایران,1398-1399,هفته 6,ذوب آهن,2,0,2,3,1,https://video.varzesh3.com/video/201124/
1398/07/29,16:30,لیگ برتر ایران,1398-1399,هفته 7,گل گهر سیرجان,2,0,2,3,0,https://video.varzesh3.com/video/202160/
1398/08/03,16:45,لیگ برتر ایران,1398-1399,هفته 8,سایپا,0,0,0,1,1,https://video.varzesh3.com/video/202427/
1398/08/09,18:00,لیگ برتر ایران,1398-1399,هفته 9,پارس جنوبی جم,1,1,0,1,0,https://video.varzesh3.com/video/202883/
1398/08/14,15:30,لیگ برتر ایران,1398-1399,هفته 10,تراکتور,2,0,2,3,1,https://video.varzesh3.com/video/203262/
1398/09/05,16:20,جام حذفی ایران,98-99,1/8 نهایی,پیکان,2,1,1,3,1,https://video.varzesh3.com/video/204448/
1398/09/09,15:00,لیگ برتر ایران,1398-1399,هفته 12,استقلال,2,2,0,1,1,https://video.varzesh3.com/video/204729/
1398/09/14,16:00,لیگ برتر ایران,1398-1399,هفته 13,نساجی مازندران,2,2,0,1,0,https://video.varzesh3.com/video/205055/
1398/09/18,14:30,لیگ برتر ایران,1398-1399,هفته 14,شهرخودرو مشهد,1,1,0,1,0,https://video.varzesh3.com/video/205352/
1398/09/22,16:40,لیگ برتر ایران,1398-1399,هفته 15,پیکان,2,0,2,3,1,https://video.varzesh3.com/video/205682/
1398/09/28,16:25,لیگ برتر ایران,1398-1399,هفته 16,شاهین شهرداری بوشهر,5,0,5,3,1,https://video.varzesh3.com/video/206065/
1397/05/26,20:15,لیگ برتر ایران,1397-1398,هفته 4,ذوب آهن,2,1,1,3,0,https://video.varzesh3.com/video/173101/
1397/06/02,20:00,لیگ برتر ایران,1397-1398,هفته 5,تراکتور,2,2,0,1,1,https://video.varzesh3.com/video/173575/
1397/06/08,20:00,لیگ برتر ایران,1397-1398,هفته 6,پارس جنوبی جم,2,2,0,1,0,https://video.varzesh3.com/video/173993/
1397/06/23,17:30,جام حذفی ایران,97-98,1/16 نهایی,شهرداری ماهشهر,3,1,2,3,1,https://video.varzesh3.com/video/174900/
1397/06/30,19:30,لیگ برتر ایران,1397-1398,هفته 7,فولاد,3,1,2,3,1,https://video.varzesh3.com/video/175342/
1397/07/05,20:30,لیگ برتر ایران,1397-1398,هفته 8,نفت مسجدسلیمان,2,0,2,3,0,https://video.varzesh3.com/video/175776/
1397/07/13,18:15,جام حذفی ایران,97-98,1/8 نهایی,نساجی مازندران,1,1,0,1,1,https://video.varzesh3.com/video/176299/
1397/07/27,16:45,لیگ برتر ایران,1397-1398,هفته 9,نساجی مازندران,3,2,1,3,1,https://video.varzesh3.com/video/177211/
1397/08/04,16:45,لیگ برتر ایران,1397-1398,هفته 10,استقلال,1,0,1,3,0,https://video.varzesh3.com/video/177665/
1397/08/11,16:15,جام حذفی ایران,97-98,1/4 نهایی,مس کرمان,0,0,0,1,0,https://video.varzesh3.com/video/178187/
1397/08/18,16:30,لیگ برتر ایران,1397-1398,هفته 11,سایپا,3,0,3,3,1,https://video.varzesh3.com/video/178759/
1397/09/02,15:00,لیگ برتر ایران,1397-1398,هفته 13,ماشین سازی تبریز,1,1,0,1,0,https://video.varzesh3.com/video/179740/
1397/09/09,15:15,لیگ برتر ایران,1397-1398,هفته 14,شهرخودرو مشهد,1,0,1,3,1,https://video.varzesh3.com/video/180252/
1397/09/18,16:10,لیگ برتر ایران,1397-1398,هفته 12,پرسپولیس,1,1,0,1,1,https://video.varzesh3.com/video/180888/
1397/09/24,15:00,لیگ برتر ایران,1397-1398,هفته 15,استقلال خوزستان,1,1,0,1,0,https://video.varzesh3.com/video/181363/
1397/11/16,16:00,لیگ برتر ایران,1397-1398,هفته 16,صنعت نفت آبادان,0,0,0,1,0,https://video.varzesh3.com/video/185190/
1397/11/21,17:15,لیگ برتر ایران,1397-1398,هفته 17,سپیدرود رشت,3,0,3,3,1,https://video.varzesh3.com/video/185534/
1397/11/26,16:00,لیگ برتر ایران,1397-1398,هفته 18,پیکان,1,0,1,3,0,https://video.varzesh3.com/video/185882/
1397/12/10,16:00,لیگ برتر ایران,1397-1398,هفته 20,تراکتور,0,2,-2,0,0,https://video.varzesh3.com/video/186823/
1397/12/17,16:00,لیگ برتر ایران,1397-1398,هفته 21,پارس جنوبی جم,1,0,1,3,1,https://video.varzesh3.com/video/187338/
1397/12/24,15:00,لیگ برتر ایران,1397-1398,هفته 22,فولاد,1,1,0,1,0,https://video.varzesh3.com/video/187814/
1398/01/06,16:00,لیگ برتر ایران,1397-1398,هفته 19,ذوب آهن,1,1,0,1,1,https://video.varzesh3.com/video/188398/
1398/01/11,17:45,لیگ برتر ایران,1397-1398,هفته 23,نفت مسجدسلیمان,1,0,1,3,1,https://video.varzesh3.com/video/188725/
1398/01/16,17:45,لیگ برتر ایران,1397-1398,هفته 24,نساجی مازندران,0,0,0,1,0,https://video.varzesh3.com/video/189033/
1396/07/27,15:00,لیگ برتر ایران,1396-1397,هفته 10,گسترش فولاد,0,0,0,1,0,https://video.varzesh3.com/video/145137/
1396/08/09,16:45,لیگ برتر ایران,1396-1397,هفته 11,پیکان,0,1,-1,0,1,https://video.varzesh3.com/video/145721/
1396/08/29,14:45,لیگ برتر ایران,1396-1397,هفته 12,تراکتور,3,0,3,3,1,https://video.varzesh3.com/video/146623/
1396/09/03,15:00,لیگ برتر ایران,1396-1397,هفته 13,صنعت نفت آبادان,2,3,-1,0,0,https://video.varzesh3.com/video/146862/
1396/09/09,15:15,لیگ برتر ایران,1396-1397,هفته 14,استقلال خوزستان,1,1,0,1,1,https://video.varzesh3.com/video/147184/
1396/09/15,17:30,لیگ برتر ایران,1396-1397,هفته 15,استقلال,0,3,-3,0,0,https://video.varzesh3.com/video/147593/
1396/10/01,16:20,لیگ برتر ایران,1396-1397,هفته 16,سایپا,1,1,0,1,0,https://video.varzesh3.com/video/148611/
1396/10/08,15:15,لیگ برتر ایران,1396-1397,هفته 17,شهرخودرو مشهد,4,0,4,3,1,https://video.varzesh3.com/video/148880/
1396/10/14,15:00,لیگ برتر ایران,1396-1397,هفته 18,پارس جنوبی جم,0,0,0,1,0,https://video.varzesh3.com/video/159164/
1396/10/22,15:00,لیگ برتر ایران,1396-1397,هفته 19,ذوب آهن,1,2,-1,0,1,https://video.varzesh3.com/video/159596/
1396/10/29,15:00,لیگ برتر ایران,1396-1397,هفته 20,سپیدرود رشت,1,2,-1,0,0,https://video.varzesh3.com/video/159967/
1396/11/06,15:15,لیگ برتر ایران,1396-1397,هفته 21,فولاد,0,1,-1,0,1,https://video.varzesh3.com/video/160391/
1396/11/13,15:50,لیگ برتر ایران,1396-1397,هفته 22,پرسپولیس,0,2,-2,0,0,https://video.varzesh3.com/video/160824/
1396/11/20,16:00,لیگ برتر ایران,1396-1397,هفته 23,نفت تهران,0,0,0,1,1,https://video.varzesh3.com/video/161282/
1396/12/04,15:30,لیگ برتر ایران,1396-1397,هفته 24,سیاه جامگان,5,0,5,3,0,https://video.varzesh3.com/video/162067/
1396/12/11,15:30,لیگ برتر ایران,1396-1397,هفته 25,گسترش فولاد,1,0,1,3,1,https://video.varzesh3.com/video/162486/
1397/01/11,17:30,لیگ برتر ایران,1396-1397,هفته 26,پیکان,0,1,-1,0,0,
1397/01/18,18:00,لیگ برتر ایران,1396-1397,هفته 27,تراکتور,1,1,0,1,0,https://video.varzesh3.com/video/164429/
1397/01/24,16:00,لیگ برتر ایران,1396-1397,هفته 28,صنعت نفت آبادان,1,1,0,1,1,https://video.varzesh3.com/video/164779/
1397/02/02,18:00,لیگ برتر ایران,1396-1397,هفته 29,استقلال خوزستان,2,3,-1,0,0,https://video.varzesh3.com/video/165361/
1397/02/07,17:00,لیگ برتر ایران,1396-1397,هفته 30,استقلال,0,1,-1,0,1,https://video.varzesh3.com/video/165652/
1397/05/05,20:45,لیگ برتر ایران,1397-1398,هفته 1,صنعت نفت آبادان,0,0,0,1,1,https://video.varzesh3.com/video/171878/
1397/05/12,20:45,لیگ برتر ایران,1397-1398,هفته 2,سپیدرود رشت,6,1,5,3,0,https://video.varzesh3.com/video/172290/
1397/05/19,20:30,لیگ برتر ایران,1397-1398,هفته 3,پیکان,0,0,0,1,1,https://video.varzesh3.com/video/172669/
1395/10/29,14:30,لیگ برتر ایران,1395-1396,هفته 17,نفت تهران,2,1,1,3,1,https://video.varzesh3.com/video/131855/
1395/11/04,14:45,لیگ برتر ایران,1395-1396,هفته 18,استقلال خوزستان,1,1,0,1,0,https://video.varzesh3.com/video/132185/
1395/11/09,15:00,لیگ برتر ایران,1395-1396,هفته 19,صنعت نفت آبادان,0,0,0,1,1,https://video.varzesh3.com/video/132565/
1395/11/14,15:00,لیگ برتر ایران,1395-1396,هفته 20,پیکان,2,3,-1,0,0,https://video.varzesh3.com/video/132944/
1395/11/21,16:00,لیگ برتر ایران,1395-1396,هفته 21,ماشین سازی تبریز,0,3,-3,0,1,https://video.varzesh3.com/video/133385/
1395/11/28,17:10,لیگ برتر ایران,1395-1396,هفته 22,پرسپولیس,1,2,-1,0,0,https://video.varzesh3.com/video/133871/
1395/12/15,16:00,لیگ برتر ایران,1395-1396,هفته 23,ذوب آهن,2,1,1,3,1,https://video.varzesh3.com/video/134931/
1395/12/20,15:00,لیگ برتر ایران,1395-1396,هفته 24,سیاه جامگان,1,1,0,1,0,https://video.varzesh3.com/video/135192/
1396/01/12,17:00,لیگ برتر ایران,1395-1396,هفته 25,سایپا,3,1,2,3,1,https://video.varzesh3.com/video/136141/
1396/01/18,19:00,لیگ برتر ایران,1395-1396,هفته 26,فولاد,1,1,0,1,0,https://video.varzesh3.com/video/136440/
1396/01/25,19:00,لیگ برتر ایران,1395-1396,هفته 27,گسترش فولاد,1,0,1,3,1,https://video.varzesh3.com/video/136784/
1396/01/31,17:45,لیگ برتر ایران,1395-1396,هفته 28,صبای قم,1,0,1,3,0,https://video.varzesh3.com/video/137070/
1396/02/09,18:00,لیگ برتر ایران,1395-1396,هفته 29,تراکتور,2,0,2,3,1,https://video.varzesh3.com/video/137515/
1396/02/14,18:00,لیگ برتر ایران,1395-1396,هفته 30,استقلال,1,2,-1,0,0,https://video.varzesh3.com/video/137731/
1396/05/06,20:30,لیگ برتر ایران,1396-1397,هفته 1,سایپا,1,1,0,1,1,https://video.varzesh3.com/video/141160/
