تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1403/10/07,17:30,لیگ برتر ایران,1403-1404,هفته 14,خیبر خرم آباد,2,1,1,3,1,https://video.varzesh3.com/video/363036/خلاصه-بازی-پرسپولیس-2-خیبر-خرم-آباد-1
1403/10/12,17:30,لیگ برتر ایران,1403-1404,هفته 15,هوادار,5,0,5,3,0,https://video.varzesh3.com/video/363528/خلاصه-بازی-هوادار-0-پرسپولیس-5
1403/10/28,15:00,سوپرجام ایران,1403,فینال,سپاهان,0,1,-1,0,0,https://video.varzesh3.com/video/365178/خلاصه-بازی-سپاهان-1-پرسپولیس-0-سوپرجام-ایران
1403/11/02,16:45,لیگ برتر ایران,1403-1404,هفته 16,ذوب آهن,0,0,0,1,0,https://video.varzesh3.com/video/365685/خلاصه-بازی-ذوب-آهن-0-پرسپولیس-0
1403/11/07,15:00,لیگ برتر ایران,1403-1404,هفته 17,تراکتور,2,0,2,3,1,https://video.varzesh3.com/video/366220/خلاصه-بازی-پرسپولیس-2-تراکتور-0
1403/11/12,16:00,لیگ برتر ایران,1403-1404,هفته 18,فولاد,1,1,0,1,0,https://video.varzesh3.com/video/366766/خلاصه-بازی-فولاد-1-پرسپولیس-1
1403/11/16,21:30,لیگ نخبگان آسیا,2024-2025,هفته 7,الهلال,1,4,-3,0,0,https://video.varzesh3.com/video/367259/خلاصه-بازی-الهلال-4-پرسپولیس-1-گزارش-اختصاصی
1403/11/20,17:00,لیگ برتر ایران,1403-1404,هفته 19,گل گهر سیرجان,1,0,1,3,1,https://video.varzesh3.com/video/367715/خلاصه-بازی-پرسپولیس-1-گل-گهرسیرجان-0
1403/11/24,15:30,جام حذفی ایران,,یک هشتم نهایی,سپاهان,2,3,-1,0,0,https://video.varzesh3.com/video/368051/خلاصه-بازی-سپاهان-3-پرسپولیس-2
1403/11/29,19:30,لیگ نخبگان آسیا,2024-2025,هفته 8,النصر,0,0,0,1,1,https://video.varzesh3.com/video/368549/خلاصه-بازی-پرسپولیس-0-النصر-0-گزارش-اختصاصی
1403/12/04,16:15,لیگ برتر ایران,1403-1404,هفته 20,آلومینیوم اراک,1,1,0,1,0,https://video.varzesh3.com/video/369028/خلاصه-بازی-آلومینیوم-اراک-1-پرسپولیس-1
1403/12/09,17:15,لیگ برتر ایران,1403-1404,هفته 21,استقلال,2,1,1,3,1,https://video.varzesh3.com/video/369528/خلاصه-بازی-پرسپولیس-2-استقلال-1
1403/12/17,19:00,لیگ برتر ایران,1403-1404,هفته 22,چادرملو اردکان,1,0,1,3,0,https://video.varzesh3.com/video/370237/خلاصه-بازی-چادرملو-اردکان-0-پرسپولیس-1
1403/12/24,19:00,لیگ برتر ایران,1403-1404,هفته 23,ملوان,2,0,2,3,1,https://video.varzesh3.com/video/370784/خلاصه-بازی-پرسپولیس-2-ملوان-0
1404/01/10,19:15,لیگ برتر ایران,1403-1404,هفته 24,شمس آذر قزوین,2,3,-1,0,0,https://video.varzesh3.com/video/372064/خلاصه-بازی-شمس-آذر-قزوین-3-پرسپولیس-2
1404/01/16,18:00,لیگ برتر ایران,1403-1404,هفته 25,استقلال خوزستان,0,0,0,1,1,https://video.varzesh3.com/video/372461/خلاصه-بازی-پرسپولیس-0-استقلال-خوزستان-0
1404/01/22,18:00,لیگ برتر ایران,1403-1404,هفته 26,نساجی مازندران,1,0,1,3,0,https://video.varzesh3.com/video/372927/خلاصه-بازی-نساجی-مازندران-0-پرسپولیس-1
1404/01/29,18:00,لیگ برتر ایران,1403-1404,هفته 27,سپاهان,0,2,-2,0,1,https://video.varzesh3.com/video/373591/خلاصه-بازی-پرسپولیس-0-سپاهان-2
1404/02/11,19:15,لیگ برتر ایران,1403-1404,هفته 28,مس رفسنجان,3,0,3,3,0,https://video.varzesh3.com/video/374796/خلاصه-بازی-مس-رفسنجان-0-پرسپولیس-3
1404/02/18,19:30,لیگ برتر ایران,1403-1404,هفته 29,خیبر خرم آباد,2,1,1,3,0,https://video.varzesh3.com/video/375600/خلاصه-بازی-خیبرخرم-آباد-1-پرسپولیس-2
1404/02/25,18:00,لیگ برتر ایران,1403-1404,هفته 30,هوادار,2,0,2,3,1,https://video.varzesh3.com/video/376386/خلاصه-بازی-پرسپولیس-2-هوادار-0
1404/04/26,17:30,دوستانه,باشگاهی,,آلانیااسپور,2,1,1,3,1,
1404/05/01,17:30,دوستانه,باشگاهی,,ترابزون اسپور,0,0,0,1,0,https://video.varzesh3.com/video/380968/خلاصه-بازی-ترابزون-اسپور-0-پرسپولیس-0
1404/05/14,18:00,دوستانه,باشگاهی,,آلومینیوم اراک,2,1,1,3,1,
1403/02/22,18:20,لیگ برتر ایران,1402-1403,هفته 27,هوادار,2,0,2,3,0,https://video.varzesh3.com/video/332470/خلاصه-بازی-هوادار-0-پرسپولیس-2
1403/03/04,19:45,لیگ برتر ایران,1402-1403,هفته 28,استقلال خوزستان,4,3,1,3,1,https://video.varzesh3.com/video/333606/خلاصه-بازی-پرسپولیس-4-استقلال-خوزستان-3
1403/03/08,20:00,لیگ برتر ایران,1402-1403,هفته 29,شمس آذر قزوین,3,1,2,3,0,https://video.varzesh3.com/video/334063/خلاصه-بازی-شمس-آذر-1-پرسپولیس-3
1403/03/12,19:00,لیگ برتر ایران,1402-1403,هفته 30,مس رفسنجان,1,0,1,3,1,https://video.varzesh3.com/video/334509/خلاصه-بازی-پرسپولیس-1-مس-رفسنجان-0
1403/05/25,19:30,لیگ برتر ایران,1403-1404,هفته 1,ذوب آهن,1,1,0,1,1,https://video.varzesh3.com/video/350162/خلاصه-بازی-پرسپولیس-1-ذوب-آهن-1
1403/06/01,19:45,لیگ برتر ایران,1403-1404,هفته 2,تراکتور,1,1,0,1,0,https://video.varzesh3.com/video/350918/خلاصه-بازی-تراکتور-1-پرسپولیس-1
1403/06/09,19:30,لیگ برتر ایران,1403-1404,هفته 3,فولاد,2,0,2,3,1,https://video.varzesh3.com/video/351733/خلاصه-بازی-پرسپولیس-2-فولاد-خوزستان-0
1403/06/26,21:30,لیگ نخبگان آسیا,2024-2025,هفته 1,الاهلی عربستان,0,1,-1,0,0,https://video.varzesh3.com/video/353174/خلاصه-بازی-الاهلی-عربستان-1-پرسپولیس-ایران-0
1403/06/30,20:00,لیگ برتر ایران,1403-1404,هفته 5,آلومینیوم اراک,2,0,2,3,1,https://video.varzesh3.com/video/353546/خلاصه-بازی-پرسپولیس-2-آلومینیوم-اراک-0
1403/07/04,19:00,لیگ برتر ایران,1403-1404,هفته 6,استقلال,1,0,1,3,0,https://video.varzesh3.com/video/354102/خلاصه-بازی-استقلال-0-پرسپولیس-1
1403/07/09,19:30,لیگ نخبگان آسیا,2024-2025,هفته 2,پاختاکور,1,1,0,1,1,https://video.varzesh3.com/video/354591/خلاصه-بازی-پرسپولیس-ایران-1-پاختاکور-ازبکستان-1
1403/07/14,17:00,لیگ برتر ایران,1403-1404,هفته 7,چادرملو اردکان,1,0,1,3,1,https://video.varzesh3.com/video/355015/خلاصه-بازی-پرسپولیس-1-چادرملو-0
1403/07/30,19:30,لیگ نخبگان آسیا,2024-2025,هفته 3,السد,0,1,-1,0,0,https://video.varzesh3.com/video/356401/خلاصه-بازی-السد-1-پرسپولیس-0
1403/08/05,19:15,لیگ برتر ایران,1403-1404,هفته 9,شمس آذر قزوین,2,0,2,3,1,https://video.varzesh3.com/video/356927/خلاصه-بازی-پرسپولیس-2-شمس-آذر-قزوین-0
1403/08/09,18:00,لیگ برتر ایران,1403-1404,هفته 10,استقلال خوزستان,0,1,-1,0,0,https://video.varzesh3.com/video/357358/خلاصه-بازی-استقلال-خوزستان-1-پرسپولیس-0
1403/08/14,19:30,لیگ نخبگان آسیا,2024-2025,هفته 4,الغرافه,1,1,0,1,1,https://video.varzesh3.com/video/357940/خلاصه-بازی-پرسپولیس-1-الغرافه-1-گزارش-اختصاصی
1403/08/19,16:15,لیگ برتر ایران,1403-1404,هفته 4,گل گهر سیرجان,1,0,1,3,0,https://video.varzesh3.com/video/358394/خلاصه-بازی-گل-گهرسیرجان-0-پرسپولیس-1
1403/09/01,16:15,جام حذفی ایران,,یک شانزدهم نهایی,مس سونگون,3,0,3,3,1,https://video.varzesh3.com/video/359387/خلاصه-بازی-پرسپولیس-3-مس-سونگون-0
1403/09/05,21:30,لیگ نخبگان آسیا,2024-2025,هفته 5,الریان,1,1,0,1,0,https://video.varzesh3.com/video/359859/خلاصه-بازی-الریان-1-پرسپولیس-1-گزارش-اختصاصی
1403/09/12,17:30,لیگ نخبگان آسیا,2024-2025,هفته 6,الشرطه عراق,2,1,1,3,1,https://video.varzesh3.com/video/360443/خلاصه-بازی-پرسپولیس-2-الشرطه-1-گزارش-اختصاصی
1403/09/17,16:15,لیگ برتر ایران,1403-1404,هفته 11,نساجی مازندران,0,1,-1,0,1,https://video.varzesh3.com/video/360956/خلاصه-بازی-پرسپولیس-0-نساجی-مازندران-1
1403/09/21,16:15,لیگ برتر ایران,1403-1404,هفته 8,ملوان,2,1,1,3,0,https://video.varzesh3.com/video/361360/خلاصه-بازی-ملوان-1-پرسپولیس-2
1403/09/26,15:15,لیگ برتر ایران,1403-1404,هفته 12,سپاهان,1,2,-1,0,0,https://video.varzesh3.com/video/361896/خلاصه-بازی-سپاهان-2-پرسپولیس-1
1403/10/01,17:30,لیگ برتر ایران,1403-1404,هفته 13,مس رفسنجان,1,3,-2,0,1,https://video.varzesh3.com/video/362409/خلاصه-بازی-پرسپولیس-1-مس-رفسنجان-3
1402/08/11,18:00,لیگ برتر ایران,1402-1403,هفته 9,صنعت نفت آبادان,2,2,0,1,1,https://video.varzesh3.com/video/315459/خلاصه-بازی-پرسپولیس-2-صنعت-نفت-2
1402/08/16,17:30,لیگ نخبگان آسیا,2023-2024,هفته 4,استقلال تاجیکستان,1,1,0,1,0,https://video.varzesh3.com/video/315961/خلاصه-بازی-استقلال-تاجیکستان-1-پرسپولیس-1
1402/08/21,16:30,لیگ برتر ایران,1402-1403,هفته 10,سپاهان,0,1,-1,0,0,https://video.varzesh3.com/video/316520/خلاصه-بازی-سپاهان-1-پرسپولیس-0
1402/09/06,21:30,لیگ نخبگان آسیا,2023-2024,هفته 5,النصر,0,0,0,1,0,https://video.varzesh3.com/video/317869/خلاصه-بازی-النصر-0-پرسپولیس-0
1402/09/14,19:30,لیگ نخبگان آسیا,2023-2024,هفته 6,الدحیل,1,2,-1,0,1,https://video.varzesh3.com/video/318580/خلاصه-بازی-پرسپولیس-1-الدحیل-2
1402/09/18,15:30,لیگ برتر ایران,1402-1403,هفته 12,هوادار,1,0,1,3,1,https://video.varzesh3.com/video/318954/خلاصه-بازی-پرسپولیس-1-هوادار-0
1402/09/23,16:15,لیگ برتر ایران,1402-1403,هفته 5,استقلال,1,1,0,1,1,https://video.varzesh3.com/video/319422/خلاصه-بازی-پرسپولیس-1-استقلال-1
1402/09/28,15:00,لیگ برتر ایران,1402-1403,هفته 13,استقلال خوزستان,2,2,0,1,0,https://video.varzesh3.com/video/319860/خلاصه-بازی-استقلال-خوزستان-2-پرسپولیس-2
1402/10/03,17:30,لیگ برتر ایران,1402-1403,هفته 14,شمس آذر قزوین,2,1,1,3,1,https://video.varzesh3.com/video/320332/خلاصه-بازی-پرسپولیس-2-شمس-آذر-1
1402/10/07,17:30,لیگ برتر ایران,1402-1403,هفته 11,نساجی مازندران,1,0,1,3,1,https://video.varzesh3.com/video/320634/خلاصه-بازی-پرسپولیس-1-نساجی-0
1402/10/11,17:30,لیگ برتر ایران,1402-1403,هفته 15,مس رفسنجان,1,1,0,1,0,https://video.varzesh3.com/video/321008/خلاصه-بازی-مس-رفسنجان-1-پرسپولیس-1
1402/11/26,17:15,لیگ برتر ایران,1402-1403,هفته 16,آلومینیوم اراک,0,1,-1,0,0,https://video.varzesh3.com/video/324773/خلاصه-بازی-آلومینیوم-اراک-1-پرسپولیس-0
1402/12/02,17:15,لیگ برتر ایران,1402-1403,هفته 17,تراکتور,2,0,2,3,1,https://video.varzesh3.com/video/325278/خلاصه-بازی-پرسپولیس-2-تراکتور-0
1402/12/09,17:15,لیگ برتر ایران,1402-1403,هفته 18,ذوب آهن,1,0,1,3,0,https://video.varzesh3.com/video/326003/خلاصه-بازی-ذوب-آهن-0-پرسپولیس-1
1402/12/14,20:00,جام حذفی ایران,1402-1403,یک شانزدهم نهایی,نفت و گاز گچساران,3,0,3,3,1,https://video.varzesh3.com/video/326429/خلاصه-بازی-پرسپولیس-3-نفت-و-گاز-گچساران-0
1402/12/18,17:30,لیگ برتر ایران,1402-1403,هفته 19,فولاد,4,2,2,3,1,https://video.varzesh3.com/video/326817/خلاصه-بازی-پرسپولیس-4-فولاد-2
1402/12/23,20:00,لیگ برتر ایران,1402-1403,هفته 20,استقلال,0,0,0,1,0,https://video.varzesh3.com/video/327322/خلاصه-بازی-استقلال-0-پرسپولیس-0
1402/12/27,18:45,لیگ برتر ایران,1402-1403,هفته 21,پیکان,2,0,2,3,1,https://video.varzesh3.com/video/327708/خلاصه-بازی-پرسپولیس-2-پیکان-0
1403/01/19,19:00,لیگ برتر ایران,1402-1403,هفته 22,گل گهر سیرجان,1,0,1,3,0,https://video.varzesh3.com/video/329234/خلاصه-بازی-گل-گهر-0-پرسپولیس-1
1403/01/24,20:00,لیگ برتر ایران,1402-1403,هفته 23,ملوان,1,0,1,3,1,https://video.varzesh3.com/video/329807/خلاصه-بازی-پرسپولیس-1-ملوان-0
1403/01/30,19:00,لیگ برتر ایران,1402-1403,هفته 24,صنعت نفت آبادان,3,0,3,3,0,https://video.varzesh3.com/video/330356/خلاصه-بازی-صنعت-نفت-آبادان-0-پرسپولیس-3
1403/02/07,18:15,جام حذفی ایران,1402-1403,یک هشتم نهایی,آلومینیوم اراک,4,4,0,1,0,https://video.varzesh3.com/video/331096/خلاصه-بازی-آلومینیوم-4-پرسپولیس-4
1403/02/12,19:30,لیگ برتر ایران,1402-1403,هفته 25,سپاهان,0,0,0,1,1,https://video.varzesh3.com/video/331623/خلاصه-بازی-پرسپولیس-0-سپاهان-0
1403/02/17,18:15,لیگ برتر ایران,1402-1403,هفته 26,نساجی مازندران,2,1,1,3,0,https://video.varzesh3.com/video/332003/خلاصه-بازی-نساجی-1-پرسپولیس-2
1401/12/03,15:00,جام حذفی ایران,1401-1402,یک هشتم نهایی,سپاهان,4,2,2,3,0,https://video.varzesh3.com/video/273261/خلاصه-بازی-سپاهان-2-پرسپولیس-4
1401/12/08,16:45,لیگ برتر ایران,1401-1402,هفته 21,نفت مسجدسلیمان,3,0,3,3,1,https://video.varzesh3.com/video/273720/خلاصه-بازی-پرسپولیس-3-نفت-مسجد-سلیمان-0
1401/12/14,16:00,لیگ برتر ایران,1401-1402,هفته 22,تراکتور,3,2,1,3,0,https://video.varzesh3.com/video/274273/خلاصه-بازی-تراکتور-2-پرسپولیس-3
1401/12/20,16:45,لیگ برتر ایران,1401-1402,هفته 23,سپاهان,0,1,-1,0,1,https://video.varzesh3.com/video/274883/خلاصه-بازی-پرسپولیس-0-سپاهان-1
1402/01/11,21:30,لیگ برتر ایران,1401-1402,هفته 24,مس رفسنجان,1,0,1,3,0,https://video.varzesh3.com/video/276452/خلاصه-بازی-مس-رفسنجان-0-پرسپولیس-1
1402/01/17,19:30,لیگ برتر ایران,1401-1402,هفته 25,ملوان,3,0,3,3,1,https://video.varzesh3.com/video/276987/خلاصه-بازی-پرسپولیس-3-ملوان-0
1402/01/25,19:30,لیگ برتر ایران,1401-1402,هفته 26,مس کرمان,3,1,2,3,0,https://video.varzesh3.com/video/297733/خلاصه-بازی-مس-کرمان-1-پرسپولیس-3
1402/02/03,16:00,لیگ برتر ایران,1401-1402,هفته 27,استقلال,1,0,1,3,1,https://video.varzesh3.com/video/298603/خلاصه-بازی-پرسپولیس-1-استقلال-0
1402/02/10,18:15,جام حذفی ایران,1401-1402,یک چهارم نهایی,گل گهر سیرجان,2,1,1,3,1,https://video.varzesh3.com/video/299333/خلاصه-بازی-پرسپولیس-2-گل-گهرسیرجان-1
1402/02/16,18:00,لیگ برتر ایران,1401-1402,هفته 28,پیکان,1,0,1,3,0,https://video.varzesh3.com/video/299957/خلاصه-بازی-پیکان-0-پرسپولیس-1
1402/02/22,18:00,لیگ برتر ایران,1401-1402,هفته 29,گل گهر سیرجان,4,0,4,3,1,https://video.varzesh3.com/video/300498/خلاصه-بازی-پرسپولیس-4-گل-گهرسیرجان-0
1402/02/28,18:00,لیگ برتر ایران,1401-1402,هفته 30,نساجی مازندران,4,0,4,3,0,https://video.varzesh3.com/video/301128/خلاصه-بازی-نساجی-0-پرسپولیس-4
1402/03/04,18:30,جام حذفی ایران,1401-1402,نیمه نهایی,هوادار,3,1,2,3,0,https://video.varzesh3.com/video/301852/خلاصه-بازی-هوادار-1-پرسپولیس-3
1402/03/10,19:45,جام حذفی ایران,1401-1402,فینال,استقلال,2,1,1,3,0,https://video.varzesh3.com/video/302366/خلاصه-بازی-استقلال-1-پرسپولیس-2
1402/05/18,19:30,لیگ برتر ایران,1402-1403,هفته 1,آلومینیوم اراک,1,0,1,3,1,https://video.varzesh3.com/video/307280/خلاصه-بازی-پرسپولیس-1-آلومینیوم-اراک-0
1402/05/25,19:00,لیگ برتر ایران,1402-1403,هفته 2,تراکتور,1,0,1,3,0,https://video.varzesh3.com/video/308014/خلاصه-بازی-تراکتور-0-پرسپولیس-1
1402/06/02,19:30,لیگ برتر ایران,1402-1403,هفته 3,ذوب آهن,1,1,0,1,1,https://video.varzesh3.com/video/308784/خلاصه-بازی-پرسپولیس-1-ذوب-آهن-1
1402/06/08,21:30,لیگ برتر ایران,1402-1403,هفته 4,فولاد,2,0,2,3,0,https://video.varzesh3.com/video/309562/خلاصه-بازی-فولاد-0-پرسپولیس-2
1402/06/28,21:30,لیگ نخبگان آسیا,2023-2024,هفته 1,النصر,0,2,-2,0,1,https://video.varzesh3.com/video/311169/خلاصه-بازی-پرسپولیس-0-النصر-2
1402/07/10,21:30,لیگ نخبگان آسیا,2023-2024,هفته 2,الدحیل,1,0,1,3,0,https://video.varzesh3.com/video/312474/خلاصه-بازی-الدحیل-0-پرسپولیس-1-گزارش-اختصاصی
1402/07/16,19:15,لیگ برتر ایران,1402-1403,هفته 7,گل گهر سیرجان,1,0,1,3,1,https://video.varzesh3.com/video/313085/خلاصه-بازی-پرسپولیس-1-گل-گهرسیرجان-0
1402/07/27,16:50,لیگ برتر ایران,1402-1403,هفته 6,پیکان,3,1,2,3,0,https://video.varzesh3.com/video/313870/خلاصه-بازی-پیکان-1-پرسپولیس-3
1402/08/02,19:30,لیگ نخبگان آسیا,2023-2024,هفته 3,استقلال تاجیکستان,2,0,2,3,1,https://video.varzesh3.com/video/314498/خلاصه-بازی-پرسپولیس-2-استقلال-تاجیکستان-0
1402/08/07,16:00,لیگ برتر ایران,1402-1403,هفته 8,ملوان,0,0,0,1,0,https://video.varzesh3.com/video/314997/خلاصه-بازی-ملوان-0-پرسپولیس-0
1401/02/29,19:00,لیگ برتر ایران,1400-1401,هفته 28,تراکتور,3,0,3,3,0,
1401/03/08,20:00,لیگ برتر ایران,1400-1401,هفته 29,شهرخودرو مشهد,2,1,1,3,1,https://video.varzesh3.com/video/252792/
1401/03/12,20:00,لیگ برتر ایران,1400-1401,هفته 30,فجر سپاسی,1,0,1,3,0,https://video.varzesh3.com/video/253099/
1401/05/22,19:00,لیگ برتر ایران,1401-1402,هفته 1,ذوب آهن,0,0,0,1,0,https://video.varzesh3.com/video/257350/
1401/05/28,20:30,لیگ برتر ایران,1401-1402,هفته 2,فولاد,0,0,0,1,1,https://video.varzesh3.com/video/257902/
1401/06/04,19:00,لیگ برتر ایران,1401-1402,هفته 3,آلومینیوم اراک,1,0,1,3,0,https://video.varzesh3.com/video/258466/
1401/06/09,18:30,لیگ برتر ایران,1401-1402,هفته 4,صنعت نفت آبادان,2,0,2,3,1,https://video.varzesh3.com/video/258993/
1401/06/14,19:00,لیگ برتر ایران,1401-1402,هفته 5,هوادار,3,1,2,3,0,https://video.varzesh3.com/video/259454/
1401/06/19,20:00,لیگ برتر ایران,1401-1402,هفته 6,نفت مسجدسلیمان,2,1,1,3,0,https://video.varzesh3.com/video/259984/
1401/07/10,17:00,لیگ برتر ایران,1401-1402,هفته 7,تراکتور,0,1,-1,0,1,https://video.varzesh3.com/video/261296/
1401/07/15,20:00,لیگ برتر ایران,1401-1402,هفته 8,سپاهان,0,0,0,1,0,https://video.varzesh3.com/video/261671/
1401/07/21,17:00,لیگ برتر ایران,1401-1402,هفته 9,مس رفسنجان,1,0,1,3,1,https://video.varzesh3.com/video/262024/
1401/07/28,17:00,لیگ برتر ایران,1401-1402,هفته 10,ملوان,1,0,1,3,0,https://video.varzesh3.com/video/262479/
1401/08/05,17:00,لیگ برتر ایران,1401-1402,هفته 11,مس کرمان,1,0,1,3,1,https://video.varzesh3.com/video/263033/
1401/09/29,17:30,لیگ برتر ایران,1401-1402,هفته 12,استقلال,2,2,0,1,0,https://video.varzesh3.com/video/267826/
1401/10/04,15:30,لیگ برتر ایران,1401-1402,هفته 13,پیکان,0,0,0,1,1,https://video.varzesh3.com/video/268183/
1401/10/10,16:00,لیگ برتر ایران,1401-1402,هفته 14,گل گهر سیرجان,2,0,2,3,0,https://video.varzesh3.com/video/268674/
1401/10/15,16:00,لیگ برتر ایران,1401-1402,هفته 15,نساجی مازندران,5,1,4,3,1,https://video.varzesh3.com/video/269092/
1401/10/20,15:00,جام حذفی ایران,1401-1402,یک شانزدهم,آریو اسلامشهر,2,2,0,1,1,https://video.varzesh3.com/video/269526/
1401/10/30,16:30,لیگ برتر ایران,1401-1402,هفته 16,ذوب آهن,1,0,1,3,1,https://video.varzesh3.com/video/270398/
1401/11/07,17:15,لیگ برتر ایران,1401-1402,هفته 17,فولاد,0,1,-1,0,0,https://video.varzesh3.com/video/270980/
1401/11/12,15:45,لیگ برتر ایران,1401-1402,هفته 18,آلومینیوم اراک,0,0,0,1,1,https://video.varzesh3.com/video/271374/
1401/11/19,18:00,لیگ برتر ایران,1401-1402,هفته 19,صنعت نفت آبادان,2,1,1,3,0,https://video.varzesh3.com/video/272074/خلاصه-بازی-صنعت-نفت-آبادان-1-پرسپولیس-2
1401/11/24,16:30,لیگ برتر ایران,1401-1402,هفته 20,هوادار,0,1,-1,0,1,https://video.varzesh3.com/video/272458/خلاصه-بازی-پرسپولیس-0-هوادار-1-گزارش-اختصاصی
1400/09/13,16:15,لیگ برتر ایران,1400-1401,هفته 8,استقلال,0,0,0,1,0,https://video.varzesh3.com/video/242688/
1400/09/18,18:00,لیگ برتر ایران,1400-1401,هفته 9,هوادار,2,2,0,1,1,https://video.varzesh3.com/video/242988/
1400/09/24,16:00,لیگ برتر ایران,1400-1401,هفته 10,پیکان,3,1,2,3,0,https://video.varzesh3.com/video/243300/
1400/09/29,17:30,جام حذفی ایران,1400-1401,1/16 نهایی,ویستاتوربین تهران,4,0,4,3,1,https://video.varzesh3.com/video/243574/
1400/10/03,17:00,لیگ برتر ایران,1400-1401,هفته 11,ذوب آهن,2,0,2,3,1,https://video.varzesh3.com/video/243766/
1400/10/08,16:00,لیگ برتر ایران,1400-1401,هفته 12,سپاهان,1,0,1,3,0,https://video.varzesh3.com/video/244013/
1400/10/13,17:00,لیگ برتر ایران,1400-1401,هفته 13,تراکتور,2,1,1,3,1,https://video.varzesh3.com/video/244256/
1400/10/18,15:00,لیگ برتر ایران,1400-1401,هفته 14,شهرخودرو مشهد,1,1,0,1,0,https://video.varzesh3.com/video/244539/
1400/10/23,17:30,لیگ برتر ایران,1400-1401,هفته 15,فجر سپاسی,1,0,1,3,1,https://video.varzesh3.com/video/244868/
1400/10/27,15:30,جام حذفی ایران,1400-1401,1/8 نهایی,ذوب آهن,3,0,3,3,0,https://video.varzesh3.com/video/245097/
1400/11/02,18:00,لیگ برتر ایران,1400-1401,هفته 16,فولاد,1,0,1,3,1,https://video.varzesh3.com/video/245369/
1400/11/18,17:15,سوپرجام ایران,1400,سوپرجام 1400,فولاد,0,1,-1,0,0,https://video.varzesh3.com/video/246209/خلاصه-بازی-فولاد-1-پرسپولیس-0-سوپر-جام
1400/11/24,17:00,لیگ برتر ایران,1400-1401,هفته 17,نساجی مازندران,3,1,2,3,0,https://video.varzesh3.com/video/246549/
1400/11/29,19:30,لیگ برتر ایران,1400-1401,هفته 18,آلومینیوم اراک,2,0,2,3,1,https://video.varzesh3.com/video/246834/
1400/12/04,17:00,لیگ برتر ایران,1400-1401,هفته 19,گل گهر سیرجان,1,1,0,1,0,https://video.varzesh3.com/video/247100/
1400/12/09,19:00,لیگ برتر ایران,1400-1401,هفته 20,مس رفسنجان,3,1,2,3,1,https://video.varzesh3.com/video/247437/
1400/12/15,19:30,لیگ برتر ایران,1400-1401,هفته 21,صنعت نفت آبادان,0,2,-2,0,0,https://video.varzesh3.com/video/247798/
1400/12/20,18:00,لیگ برتر ایران,1400-1401,هفته 22,نفت مسجدسلیمان,2,1,1,3,0,https://video.varzesh3.com/video/248110/
1400/12/26,17:30,لیگ برتر ایران,1400-1401,هفته 23,استقلال,1,1,0,1,1,https://video.varzesh3.com/video/248439/
1401/01/15,20:45,لیگ برتر ایران,1400-1401,هفته 24,هوادار,0,0,0,1,0,https://video.varzesh3.com/video/249369/
1401/01/21,20:30,جام حذفی ایران,1400-1401,1/4 نهایی,آلومینیوم اراک,2,3,-1,0,1,https://video.varzesh3.com/video/249707/
1401/02/14,20:40,لیگ برتر ایران,1400-1401,هفته 25,پیکان,2,0,2,3,1,https://video.varzesh3.com/video/251168/
1401/02/19,18:30,لیگ برتر ایران,1400-1401,هفته 26,ذوب آهن,1,1,0,1,0,https://video.varzesh3.com/video/251431/
1401/02/24,22:00,لیگ برتر ایران,1400-1401,هفته 27,سپاهان,1,2,-1,0,1,https://video.varzesh3.com/video/251816/
1400/02/06,19:00,لیگ نخبگان آسیا,2021,هفته 1,الوحده امارات,0,1,-1,0,0,https://video.varzesh3.com/video/231899/
1400/02/09,19:00,لیگ نخبگان آسیا,2021,هفته 1,الریان,4,2,2,3,1,https://video.varzesh3.com/video/232039/
1400/02/19,20:25,لیگ برتر ایران,1399-1400,هفته 22,سپاهان,1,1,0,1,0,https://video.varzesh3.com/video/232519/
1400/02/24,19:30,لیگ برتر ایران,1399-1400,هفته 23,استقلال,1,0,1,3,1,https://video.varzesh3.com/video/232862/
1400/02/28,20:30,جام حذفی ایران,1399-1400,1/8 نهایی,شاهین بندر عامری,4,1,3,3,0,https://video.varzesh3.com/video/233085/
1400/03/03,19:30,لیگ برتر ایران,1399-1400,هفته 21,ذوب آهن,2,1,1,3,0,https://video.varzesh3.com/video/233370/
1400/03/30,19:50,لیگ برتر ایران,1398-1399,سوپر جام,تراکتور,1,0,1,3,1,https://video.varzesh3.com/video/234496/
1400/04/04,19:15,لیگ برتر ایران,1399-1400,هفته 24,مس رفسنجان,1,0,1,3,0,https://video.varzesh3.com/video/234781/
1400/04/09,19:50,لیگ برتر ایران,1399-1400,هفته 25,گل گهر سیرجان,3,1,2,3,1,https://video.varzesh3.com/video/235028/
1400/04/15,21:10,لیگ برتر ایران,1399-1400,هفته 26,فولاد,0,0,0,1,0,https://video.varzesh3.com/video/235330/
1400/04/19,20:55,لیگ برتر ایران,1399-1400,هفته 27,آلومینیوم اراک,2,0,2,3,1,https://video.varzesh3.com/video/235516/
1400/04/24,19:45,جام حذفی ایران,1399-1400,1/4 نهایی,استقلال,0,0,0,1,1,https://video.varzesh3.com/video/235743/
1400/04/29,21:15,لیگ برتر ایران,1399-1400,هفته 28,ماشین سازی تبریز,5,0,5,3,0,https://video.varzesh3.com/video/236032/
